PHOENIX module padd; 10/31/16 at 13:23:38 -07:00
energy (meV),normalization function
 1.90200E+01, 1.00823E+00
 1.92800E+01, 1.00775E+00
 1.95300E+01, 1.00719E+00
 1.97800E+01, 1.00719E+00
 2.00300E+01, 1.00724E+00
 2.02500E+01, 1.00752E+00
 2.05000E+01, 1.00583E+00
 2.07500E+01, 1.00595E+00
 2.10000E+01, 1.00465E+00
 2.12500E+01, 1.00647E+00
 2.15100E+01, 1.00593E+00
 2.17600E+01, 1.00709E+00
 2.20100E+01, 1.00550E+00
 2.22600E+01, 1.00554E+00
 2.25100E+01, 1.00409E+00
 2.27600E+01, 1.00793E+00
 2.30200E+01, 1.00695E+00
 2.32700E+01, 1.00615E+00
 2.35200E+01, 1.00150E+00
 2.37700E+01, 1.00257E+00
 2.40200E+01, 1.00397E+00
 2.42800E+01, 1.00402E+00
 2.45300E+01, 1.00272E+00
 2.47800E+01, 1.00296E+00
 2.50300E+01, 1.00399E+00
 2.52500E+01, 1.00499E+00
 2.55000E+01, 1.00380E+00
 2.57500E+01, 1.00370E+00
 2.60000E+01, 1.00409E+00
 2.62500E+01, 1.00600E+00
 2.65100E+01, 1.00595E+00
 2.67600E+01, 1.00653E+00
 2.70100E+01, 1.00605E+00
 2.72600E+01, 1.00571E+00
 2.75100E+01, 1.00543E+00
 2.77600E+01, 1.00569E+00
 2.80200E+01, 1.00670E+00
 2.82700E+01, 1.00676E+00
 2.85200E+01, 1.00757E+00
 2.87700E+01, 1.00906E+00
 2.90200E+01, 1.01043E+00
 2.92700E+01, 1.00988E+00
 2.95300E+01, 1.00921E+00
 2.97800E+01, 1.01053E+00
 3.00300E+01, 1.01174E+00
 3.02800E+01, 1.01246E+00
 3.05000E+01, 1.01256E+00
 3.07500E+01, 1.01263E+00
 3.10000E+01, 1.01346E+00
 3.12500E+01, 1.01305E+00
 3.15000E+01, 1.01310E+00
 3.17600E+01, 1.01263E+00
 3.20100E+01, 1.01260E+00
 3.22600E+01, 1.01379E+00
 3.25100E+01, 1.01441E+00
 3.27600E+01, 1.01537E+00
 3.30100E+01, 1.01530E+00
 3.32700E+01, 1.01672E+00
 3.35200E+01, 1.01665E+00
 3.37700E+01, 1.01688E+00
 3.40200E+01, 1.01726E+00
 3.42700E+01, 1.01950E+00
 3.45200E+01, 1.01978E+00
 3.47800E+01, 1.01875E+00
 3.50300E+01, 1.01761E+00
 3.52800E+01, 1.01840E+00
 3.55000E+01, 1.01873E+00
 3.57500E+01, 1.01948E+00
 3.60000E+01, 1.01915E+00
 3.62500E+01, 1.01852E+00
 3.65000E+01, 1.01794E+00
 3.67500E+01, 1.01913E+00
 3.70100E+01, 1.02099E+00
 3.72600E+01, 1.02143E+00
 3.75100E+01, 1.01974E+00
 3.77600E+01, 1.01822E+00
 3.80100E+01, 1.01873E+00
 3.82700E+01, 1.01959E+00
 3.85200E+01, 1.02192E+00
 3.87700E+01, 1.02199E+00
 3.90200E+01, 1.02329E+00
 3.92700E+01, 1.02306E+00
 3.95200E+01, 1.02310E+00
 3.97800E+01, 1.02269E+00
 4.00300E+01, 1.02310E+00
 4.02800E+01, 1.02391E+00
 4.05300E+01, 1.02423E+00
 4.07500E+01, 1.02292E+00
 4.10000E+01, 1.02234E+00
 4.12500E+01, 1.02268E+00
 4.15000E+01, 1.02345E+00
 4.17500E+01, 1.02320E+00
 4.20100E+01, 1.02313E+00
 4.22600E+01, 1.02361E+00
 4.25100E+01, 1.02259E+00
 4.27600E+01, 1.02150E+00
 4.30100E+01, 1.02173E+00
 4.32600E+01, 1.02236E+00
 4.35200E+01, 1.02210E+00
 4.37700E+01, 1.02120E+00
 4.40200E+01, 1.02245E+00
 4.42700E+01, 1.02361E+00
 4.45200E+01, 1.02395E+00
 4.47700E+01, 1.02407E+00
 4.50300E+01, 1.02493E+00
 4.52800E+01, 1.02621E+00
 4.55300E+01, 1.02655E+00
 4.57800E+01, 1.02683E+00
 4.60000E+01, 1.02704E+00
 4.62500E+01, 1.02758E+00
 4.65000E+01, 1.02756E+00
 4.67500E+01, 1.02713E+00
 4.70000E+01, 1.02820E+00
 4.72600E+01, 1.02921E+00
 4.75100E+01, 1.02962E+00
 4.77600E+01, 1.02886E+00
 4.80100E+01, 1.02946E+00
 4.82600E+01, 1.03089E+00
 4.85100E+01, 1.03181E+00
 4.87700E+01, 1.03186E+00
 4.90200E+01, 1.03125E+00
 4.92700E+01, 1.02986E+00
 4.95200E+01, 1.02839E+00
 4.97700E+01, 1.02839E+00
 5.00300E+01, 1.02882E+00
 5.02800E+01, 1.02831E+00
 5.05300E+01, 1.02884E+00
 5.07800E+01, 1.03021E+00
 5.10000E+01, 1.03313E+00
 5.12500E+01, 1.03613E+00
 5.15000E+01, 1.03647E+00
 5.17500E+01, 1.03531E+00
 5.20000E+01, 1.03197E+00
 5.22500E+01, 1.03077E+00
 5.25100E+01, 1.03093E+00
 5.27600E+01, 1.03199E+00
 5.30100E+01, 1.03384E+00
 5.32600E+01, 1.03378E+00
 5.35100E+01, 1.03351E+00
 5.37700E+01, 1.03400E+00
 5.40200E+01, 1.03405E+00
 5.42700E+01, 1.03548E+00
 5.45200E+01, 1.03651E+00
 5.47700E+01, 1.03785E+00
 5.50200E+01, 1.03757E+00
 5.52800E+01, 1.03661E+00
 5.55300E+01, 1.03582E+00
 5.57800E+01, 1.03335E+00
 5.60300E+01, 1.03369E+00
 5.62500E+01, 1.03269E+00
 5.65000E+01, 1.03493E+00
 5.67500E+01, 1.03233E+00
 5.70000E+01, 1.03296E+00
 5.72500E+01, 1.03206E+00
 5.75100E+01, 1.03233E+00
 5.77600E+01, 1.03261E+00
 5.80100E+01, 1.03499E+00
 5.82600E+01, 1.03716E+00
 5.85100E+01, 1.03839E+00
 5.87600E+01, 1.03716E+00
 5.90200E+01, 1.03674E+00
 5.92700E+01, 1.03823E+00
 5.95200E+01, 1.03901E+00
 5.97700E+01, 1.03892E+00
 6.00200E+01, 1.03888E+00
 6.02700E+01, 1.03966E+00
 6.05300E+01, 1.04227E+00
 6.07800E+01, 1.04101E+00
 6.10300E+01, 1.03995E+00
 6.12500E+01, 1.03890E+00
 6.15000E+01, 1.04063E+00
 6.17500E+01, 1.04414E+00
 6.20000E+01, 1.04326E+00
 6.22500E+01, 1.04311E+00
 6.25000E+01, 1.04055E+00
 6.27600E+01, 1.04326E+00
 6.30100E+01, 1.04557E+00
 6.32600E+01, 1.04721E+00
 6.35100E+01, 1.04572E+00
 6.37600E+01, 1.04408E+00
 6.40100E+01, 1.04331E+00
 6.42700E+01, 1.04530E+00
 6.45200E+01, 1.04515E+00
 6.47700E+01, 1.04779E+00
 6.50200E+01, 1.04934E+00
 6.52700E+01, 1.05308E+00
 6.55300E+01, 1.05256E+00
 6.57800E+01, 1.05064E+00
 6.60300E+01, 1.05107E+00
 6.62800E+01, 1.05256E+00
 6.65000E+01, 1.05273E+00
 6.67500E+01, 1.05239E+00
 6.70000E+01, 1.05420E+00
 6.72500E+01, 1.05549E+00
 6.75000E+01, 1.05516E+00
 6.77600E+01, 1.05334E+00
 6.80100E+01, 1.05349E+00
 6.82600E+01, 1.05252E+00
 6.85100E+01, 1.05101E+00
 6.87600E+01, 1.04975E+00
 6.90100E+01, 1.05090E+00
 6.92700E+01, 1.05008E+00
 6.95200E+01, 1.05174E+00
 6.97700E+01, 1.05187E+00
 7.00200E+01, 1.05323E+00
 7.02700E+01, 1.05422E+00
 7.05200E+01, 1.05385E+00
 7.07800E+01, 1.05476E+00
 7.10300E+01, 1.05679E+00
 7.12800E+01, 1.05596E+00
 7.15000E+01, 1.05574E+00
 7.17500E+01, 1.05260E+00
 7.20000E+01, 1.05441E+00
 7.22500E+01, 1.05531E+00
 7.25000E+01, 1.05720E+00
 7.27500E+01, 1.05617E+00
 7.30100E+01, 1.05692E+00
 7.32600E+01, 1.05603E+00
 7.35100E+01, 1.05603E+00
 7.37600E+01, 1.05603E+00
 7.40100E+01, 1.05603E+00
 7.42600E+01, 1.05603E+00
 7.45200E+01, 1.05603E+00
 7.47700E+01, 1.05603E+00
 7.50200E+01, 1.05603E+00
 7.52700E+01, 1.05603E+00
 7.55200E+01, 1.05603E+00
 7.57800E+01, 1.05603E+00
 7.60300E+01, 1.05603E+00
 7.62800E+01, 1.05603E+00
 7.65300E+01, 1.05603E+00
 7.67500E+01, 1.05603E+00
 7.70000E+01, 1.05603E+00
 7.72500E+01, 1.05603E+00
 7.75000E+01, 1.05603E+00
 7.77500E+01, 1.05603E+00
 7.80000E+01, 1.05603E+00
 7.82600E+01, 1.05603E+00
 7.85100E+01, 1.05603E+00
 7.87600E+01, 1.05603E+00
 7.90100E+01, 1.05603E+00
 7.92600E+01, 1.05603E+00
 7.95200E+01, 1.05603E+00
 7.97700E+01, 1.05603E+00
 8.00200E+01, 1.05603E+00
 8.02700E+01, 1.05603E+00
