PHOENIX module padd; 10/31/16 at 13:23:38 -07:00
energy (meV),normalization function
-4.79700E+01, 9.74948E-01
-4.77200E+01, 9.74980E-01
-4.74700E+01, 9.74569E-01
-4.72200E+01, 9.75075E-01
-4.69700E+01, 9.74980E-01
-4.67500E+01, 9.75170E-01
-4.65000E+01, 9.75138E-01
-4.62500E+01, 9.74916E-01
-4.60000E+01, 9.75375E-01
-4.57500E+01, 9.75439E-01
-4.54900E+01, 9.75613E-01
-4.52400E+01, 9.76199E-01
-4.49900E+01, 9.76279E-01
-4.47400E+01, 9.77072E-01
-4.44900E+01, 9.77168E-01
-4.42300E+01, 9.77343E-01
-4.39800E+01, 9.77041E-01
-4.37300E+01, 9.77215E-01
-4.34800E+01, 9.77168E-01
-4.32300E+01, 9.78313E-01
-4.29800E+01, 9.79046E-01
-4.27200E+01, 9.79557E-01
-4.24700E+01, 9.78680E-01
-4.22200E+01, 9.77820E-01
-4.19700E+01, 9.77168E-01
-4.17200E+01, 9.77470E-01
-4.15000E+01, 9.78074E-01
-4.12500E+01, 9.79286E-01
-4.10000E+01, 9.78186E-01
-4.07500E+01, 9.78504E-01
-4.04900E+01, 9.78090E-01
-4.02400E+01, 9.79877E-01
-3.99900E+01, 9.80388E-01
-3.97400E+01, 9.81221E-01
-3.94900E+01, 9.81525E-01
-3.92400E+01, 9.80436E-01
-3.89800E+01, 9.80452E-01
-3.87300E+01, 9.80308E-01
-3.84800E+01, 9.80580E-01
-3.82300E+01, 9.80356E-01
-3.79800E+01, 9.80932E-01
-3.77300E+01, 9.81669E-01
-3.74700E+01, 9.85049E-01
-3.72200E+01, 9.84936E-01
-3.69700E+01, 9.84839E-01
-3.67200E+01, 9.82729E-01
-3.64700E+01, 9.82954E-01
-3.62500E+01, 9.83887E-01
-3.60000E+01, 9.84081E-01
-3.57500E+01, 9.84339E-01
-3.55000E+01, 9.84242E-01
-3.52400E+01, 9.84194E-01
-3.49900E+01, 9.83742E-01
-3.47400E+01, 9.84032E-01
-3.44900E+01, 9.83646E-01
-3.42400E+01, 9.83759E-01
-3.39900E+01, 9.83115E-01
-3.37300E+01, 9.82906E-01
-3.34800E+01, 9.83984E-01
-3.32300E+01, 9.83823E-01
-3.29800E+01, 9.85178E-01
-3.27300E+01, 9.84839E-01
-3.24700E+01, 9.85630E-01
-3.22200E+01, 9.85016E-01
-3.19700E+01, 9.84113E-01
-3.17200E+01, 9.82649E-01
-3.14700E+01, 9.82520E-01
-3.12500E+01, 9.83887E-01
-3.10000E+01, 9.85243E-01
-3.07500E+01, 9.85178E-01
-3.05000E+01, 9.84871E-01
-3.02500E+01, 9.85436E-01
-2.99900E+01, 9.86164E-01
-2.97400E+01, 9.85339E-01
-2.94900E+01, 9.84758E-01
-2.92400E+01, 9.84129E-01
-2.89900E+01, 9.84419E-01
-2.87300E+01, 9.85727E-01
-2.84800E+01, 9.86213E-01
-2.82300E+01, 9.86747E-01
-2.79800E+01, 9.85533E-01
-2.77300E+01, 9.85550E-01
-2.74800E+01, 9.85194E-01
-2.72200E+01, 9.85129E-01
-2.69700E+01, 9.84968E-01
-2.67200E+01, 9.83469E-01
-2.64700E+01, 9.82263E-01
-2.62200E+01, 9.81589E-01
-2.60000E+01, 9.82809E-01
-2.57500E+01, 9.83855E-01
-2.55000E+01, 9.84871E-01
-2.52500E+01, 9.84855E-01
-2.49900E+01, 9.85469E-01
-2.47400E+01, 9.85356E-01
-2.44900E+01, 9.86148E-01
-2.42400E+01, 9.85954E-01
-2.39900E+01, 9.85243E-01
-2.37400E+01, 9.85081E-01
-2.34800E+01, 9.84403E-01
-2.32300E+01, 9.84774E-01
-2.29800E+01, 9.84726E-01
-2.27300E+01, 9.84936E-01
-2.24800E+01, 9.84839E-01
-2.22300E+01, 9.85129E-01
-2.19700E+01, 9.85905E-01
-2.17200E+01, 9.85663E-01
-2.14700E+01, 9.85404E-01
-2.12200E+01, 9.84532E-01
-2.10000E+01, 9.84484E-01
-2.07500E+01, 9.84081E-01
-2.05000E+01, 9.84452E-01
-2.02500E+01, 9.84887E-01
-2.00000E+01, 9.84920E-01
-1.97400E+01, 9.85404E-01
-1.94900E+01, 9.85873E-01
-1.92400E+01, 9.86407E-01
-1.89900E+01, 9.86990E-01
-1.87400E+01, 9.87915E-01
-1.84800E+01, 9.87509E-01
-1.82300E+01, 9.88045E-01
-1.79800E+01, 9.87298E-01
-1.77300E+01, 9.88354E-01
-1.74800E+01, 9.87542E-01
-1.72300E+01, 9.87461E-01
-1.69700E+01, 9.88013E-01
-1.67200E+01, 9.89363E-01
-1.64700E+01, 9.91354E-01
-1.62200E+01, 9.92959E-01
-1.59700E+01, 9.92500E-01
-1.57500E+01, 9.91583E-01
-1.55000E+01, 9.91910E-01
-1.52500E+01, 9.93994E-01
-1.50000E+01, 9.96318E-01
-1.47400E+01, 9.96715E-01
-1.44900E+01, 9.96153E-01
-1.42400E+01, 9.96202E-01
-1.39900E+01, 9.95856E-01
-1.37400E+01, 9.96153E-01
-1.34900E+01, 9.94932E-01
-1.32300E+01, 9.93797E-01
-1.29800E+01, 9.93452E-01
-1.27300E+01, 9.92927E-01
-1.24800E+01, 9.92172E-01
-1.22300E+01, 9.90733E-01
-1.19800E+01, 9.89330E-01
-1.17200E+01, 9.89819E-01
-1.14700E+01, 9.89786E-01
-1.12200E+01, 9.89623E-01
-1.09700E+01, 9.88858E-01
-1.07500E+01, 9.91567E-01
-1.05000E+01, 9.89493E-01
-1.02500E+01, 9.87152E-01
-1.00000E+01, 9.82183E-01
-9.75000E+00, 9.82954E-01
-9.49000E+00, 9.83244E-01
-9.24000E+00, 9.84597E-01
-8.99000E+00, 9.84500E-01
-8.74000E+00, 9.84306E-01
-8.49000E+00, 9.83388E-01
-8.24000E+00, 9.83227E-01
-7.98000E+00, 9.83437E-01
-7.73000E+00, 9.82472E-01
-7.48000E+00, 9.83211E-01
-7.23000E+00, 9.83244E-01
-6.98000E+00, 9.84210E-01
-6.73000E+00, 9.84661E-01
-6.47000E+00, 9.84661E-01
-6.22000E+00, 9.84500E-01
-5.97000E+00, 9.84081E-01
-5.72000E+00, 9.85792E-01
-5.50000E+00, 9.86326E-01
-5.25000E+00, 9.85760E-01
-5.00000E+00, 9.84226E-01
-4.75000E+00, 9.83195E-01
-4.50000E+00, 9.83276E-01
-4.24000E+00, 9.84000E-01
-3.99000E+00, 9.85404E-01
-3.74000E+00, 9.86099E-01
-3.49000E+00, 9.86375E-01
-3.24000E+00, 9.88663E-01
-2.98000E+00, 9.89917E-01
-2.73000E+00, 9.90553E-01
-2.48000E+00, 9.88760E-01
-2.23000E+00, 9.88013E-01
-1.98000E+00, 9.88061E-01
-1.73000E+00, 9.89689E-01
-1.47000E+00, 9.90651E-01
-1.22000E+00, 9.91223E-01
-9.70000E-01, 9.90521E-01
-7.20000E-01, 9.90570E-01
-4.70000E-01, 9.91043E-01
-2.50000E-01, 9.91436E-01
 0.00000E+00, 9.91632E-01
 2.50000E-01, 9.90896E-01
 5.00000E-01, 9.90292E-01
 7.60000E-01, 9.90292E-01
 1.01000E+00, 9.90782E-01
 1.26000E+00, 9.91845E-01
 1.51000E+00, 9.92697E-01
 1.76000E+00, 9.93781E-01
 2.01000E+00, 9.93567E-01
 2.27000E+00, 9.94554E-01
 2.52000E+00, 9.94175E-01
 2.77000E+00, 9.93813E-01
 3.02000E+00, 9.92746E-01
 3.27000E+00, 9.93501E-01
 3.52000E+00, 9.95806E-01
 3.78000E+00, 9.96401E-01
 4.03000E+00, 9.96120E-01
 4.28000E+00, 9.94965E-01
 4.53000E+00, 9.95625E-01
 4.75000E+00, 9.95493E-01
 5.00000E+00, 9.94883E-01
 5.25000E+00, 9.94702E-01
 5.50000E+00, 9.93189E-01
 5.75000E+00, 9.94109E-01
 6.01000E+00, 9.93206E-01
 6.26000E+00, 9.94685E-01
 6.51000E+00, 9.93468E-01
 6.76000E+00, 9.93107E-01
 7.01000E+00, 9.92828E-01
 7.26000E+00, 9.93124E-01
 7.52000E+00, 9.94241E-01
 7.77000E+00, 9.95114E-01
 8.02000E+00, 9.96335E-01
 8.27000E+00, 9.95905E-01
 8.52000E+00, 9.96087E-01
 8.78000E+00, 9.95592E-01
 9.03000E+00, 9.96004E-01
 9.28000E+00, 9.96368E-01
 9.53000E+00, 9.97426E-01
 9.78000E+00, 9.98686E-01
 1.00000E+01, 9.98039E-01
 1.02500E+01, 9.98254E-01
 1.05000E+01, 9.98188E-01
 1.07500E+01, 9.97807E-01
 1.10100E+01, 9.95707E-01
 1.12600E+01, 9.94323E-01
 1.15100E+01, 9.95839E-01
 1.17600E+01, 9.97774E-01
 1.20100E+01, 9.98785E-01
 1.22600E+01, 9.99201E-01
 1.25200E+01, 9.99001E-01
 1.27700E+01, 9.99467E-01
 1.30200E+01, 1.00058E+00
 1.32700E+01, 1.00110E+00
 1.35200E+01, 1.00180E+00
 1.37700E+01, 1.00048E+00
 1.40300E+01, 1.00043E+00
 1.42800E+01, 1.00027E+00
 1.45300E+01, 1.00120E+00
 1.47800E+01, 1.00153E+00
 1.50000E+01, 1.00170E+00
 1.52500E+01, 1.00120E+00
 1.55000E+01, 1.00314E+00
 1.57500E+01, 1.00394E+00
 1.60000E+01, 1.00874E+00
 1.62600E+01, 1.00687E+00
 1.65100E+01, 1.00555E+00
 1.67600E+01, 1.00063E+00
 1.70100E+01, 1.00065E+00
 1.72600E+01, 1.00025E+00
 1.75100E+01, 9.99467E-01
 1.77700E+01, 1.00023E+00
 1.80200E+01, 1.00020E+00
 1.82700E+01, 1.00232E+00
 1.85200E+01, 1.00108E+00
 1.87700E+01, 1.00225E+00
 1.90200E+01, 1.00252E+00
 1.92800E+01, 1.00391E+00
 1.95300E+01, 1.00392E+00
 1.97800E+01, 1.00232E+00
 2.00300E+01, 1.00242E+00
 2.02500E+01, 1.00304E+00
 2.05000E+01, 1.00421E+00
 2.07500E+01, 1.00429E+00
 2.10000E+01, 1.00337E+00
 2.12500E+01, 1.00384E+00
 2.15100E+01, 1.00319E+00
 2.17600E+01, 1.00486E+00
 2.20100E+01, 1.00448E+00
 2.22600E+01, 1.00510E+00
 2.25100E+01, 1.00456E+00
 2.27600E+01, 1.00542E+00
 2.30200E+01, 1.00599E+00
 2.32700E+01, 1.00727E+00
 2.35200E+01, 1.00712E+00
 2.37700E+01, 1.00844E+00
 2.40200E+01, 1.00864E+00
 2.42800E+01, 1.00881E+00
 2.45300E+01, 1.00786E+00
 2.47800E+01, 1.00847E+00
 2.50300E+01, 1.00942E+00
 2.52500E+01, 1.01029E+00
 2.55000E+01, 1.00907E+00
 2.57500E+01, 1.00795E+00
 2.60000E+01, 1.00749E+00
 2.62500E+01, 1.00942E+00
 2.65100E+01, 1.01053E+00
 2.67600E+01, 1.01002E+00
 2.70100E+01, 1.00834E+00
 2.72600E+01, 1.00863E+00
 2.75100E+01, 1.00878E+00
 2.77600E+01, 1.00969E+00
 2.80200E+01, 1.00873E+00
 2.82700E+01, 1.00910E+00
 2.85200E+01, 1.00852E+00
 2.87700E+01, 1.00893E+00
 2.90200E+01, 1.00885E+00
 2.92700E+01, 1.00937E+00
 2.95300E+01, 1.00881E+00
 2.97800E+01, 1.00978E+00
 3.00300E+01, 1.01024E+00
 3.02800E+01, 1.01170E+00
 3.05000E+01, 1.01104E+00
 3.07500E+01, 1.00995E+00
 3.10000E+01, 1.01042E+00
 3.12500E+01, 1.01163E+00
 3.15000E+01, 1.01144E+00
 3.17600E+01, 1.01088E+00
 3.20100E+01, 1.01185E+00
 3.22600E+01, 1.01158E+00
 3.25100E+01, 1.01247E+00
 3.27600E+01, 1.01136E+00
 3.30100E+01, 1.01213E+00
 3.32700E+01, 1.00991E+00
 3.35200E+01, 1.00859E+00
 3.37700E+01, 1.00895E+00
 3.40200E+01, 1.01146E+00
 3.42700E+01, 1.01281E+00
 3.45200E+01, 1.01365E+00
 3.47800E+01, 1.01259E+00
 3.50300E+01, 1.01213E+00
 3.52800E+01, 1.01146E+00
 3.55000E+01, 1.01146E+00
 3.57500E+01, 1.01219E+00
 3.60000E+01, 1.01209E+00
 3.62500E+01, 1.01230E+00
 3.65000E+01, 1.01271E+00
 3.67500E+01, 1.01491E+00
 3.70100E+01, 1.01536E+00
 3.72600E+01, 1.01618E+00
 3.75100E+01, 1.01298E+00
 3.77600E+01, 1.01259E+00
 3.80100E+01, 1.01158E+00
 3.82700E+01, 1.01235E+00
 3.85200E+01, 1.01144E+00
 3.87700E+01, 1.01158E+00
 3.90200E+01, 1.01392E+00
 3.92700E+01, 1.01577E+00
 3.95200E+01, 1.01644E+00
 3.97800E+01, 1.01565E+00
 4.00300E+01, 1.01541E+00
 4.02800E+01, 1.01460E+00
 4.05300E+01, 1.01539E+00
 4.07500E+01, 1.01586E+00
 4.10000E+01, 1.01789E+00
 4.12500E+01, 1.01654E+00
 4.15000E+01, 1.01727E+00
 4.17500E+01, 1.01711E+00
 4.20100E+01, 1.01982E+00
 4.22600E+01, 1.02109E+00
 4.25100E+01, 1.02123E+00
 4.27600E+01, 1.02015E+00
 4.30100E+01, 1.01920E+00
 4.32600E+01, 1.01958E+00
 4.35200E+01, 1.02006E+00
 4.37700E+01, 1.02116E+00
 4.40200E+01, 1.02055E+00
 4.42700E+01, 1.02109E+00
 4.45200E+01, 1.02116E+00
 4.47700E+01, 1.02291E+00
 4.50300E+01, 1.02349E+00
 4.52800E+01, 1.02321E+00
 4.55300E+01, 1.02242E+00
 4.57800E+01, 1.02234E+00
 4.60000E+01, 1.02403E+00
 4.62500E+01, 1.02646E+00
 4.65000E+01, 1.02765E+00
 4.67500E+01, 1.02818E+00
 4.70000E+01, 1.02776E+00
 4.72600E+01, 1.02947E+00
 4.75100E+01, 1.03007E+00
 4.77600E+01, 1.03180E+00
 4.80100E+01, 1.02962E+00
 4.82600E+01, 1.02691E+00
 4.85100E+01, 1.02375E+00
 4.87700E+01, 1.02397E+00
 4.90200E+01, 1.02549E+00
 4.92700E+01, 1.02551E+00
 4.95200E+01, 1.02569E+00
 4.97700E+01, 1.02528E+00
 5.00300E+01, 1.02488E+00
 5.02800E+01, 1.02555E+00
 5.05300E+01, 1.02539E+00
 5.07800E+01, 1.02651E+00
 5.10000E+01, 1.02535E+00
 5.12500E+01, 1.02807E+00
 5.15000E+01, 1.02887E+00
 5.17500E+01, 1.02938E+00
 5.20000E+01, 1.02705E+00
 5.22500E+01, 1.02804E+00
 5.25100E+01, 1.02920E+00
 5.27600E+01, 1.02947E+00
 5.30100E+01, 1.02876E+00
 5.32600E+01, 1.02994E+00
 5.35100E+01, 1.02939E+00
 5.37700E+01, 1.02774E+00
 5.40200E+01, 1.02553E+00
 5.42700E+01, 1.02602E+00
 5.45200E+01, 1.02925E+00
 5.47700E+01, 1.02973E+00
 5.50200E+01, 1.03005E+00
 5.52800E+01, 1.02871E+00
 5.55300E+01, 1.02915E+00
 5.57800E+01, 1.02971E+00
 5.60300E+01, 1.02985E+00
 5.62500E+01, 1.03031E+00
 5.65000E+01, 1.03068E+00
 5.67500E+01, 1.03102E+00
 5.70000E+01, 1.03290E+00
 5.72500E+01, 1.03348E+00
 5.75100E+01, 1.03418E+00
 5.77600E+01, 1.03199E+00
 5.80100E+01, 1.03233E+00
 5.82600E+01, 1.03324E+00
 5.85100E+01, 1.03364E+00
 5.87600E+01, 1.03445E+00
 5.90200E+01, 1.03258E+00
 5.92700E+01, 1.03175E+00
 5.95200E+01, 1.03091E+00
 5.97700E+01, 1.03088E+00
 6.00200E+01, 1.03205E+00
 6.02700E+01, 1.03125E+00
 6.05300E+01, 1.03299E+00
 6.07800E+01, 1.03395E+00
 6.10300E+01, 1.03453E+00
 6.12500E+01, 1.03480E+00
 6.15000E+01, 1.03450E+00
 6.17500E+01, 1.03550E+00
 6.20000E+01, 1.03575E+00
 6.22500E+01, 1.03505E+00
 6.25000E+01, 1.03516E+00
 6.27600E+01, 1.03407E+00
 6.30100E+01, 1.03607E+00
 6.32600E+01, 1.03691E+00
 6.35100E+01, 1.03858E+00
 6.37600E+01, 1.03874E+00
 6.40100E+01, 1.03929E+00
 6.42700E+01, 1.03924E+00
 6.45200E+01, 1.03929E+00
 6.47700E+01, 1.03915E+00
 6.50200E+01, 1.03967E+00
 6.52700E+01, 1.04057E+00
 6.55300E+01, 1.04097E+00
 6.57800E+01, 1.04314E+00
 6.60300E+01, 1.04355E+00
 6.62800E+01, 1.04401E+00
 6.65000E+01, 1.04339E+00
 6.67500E+01, 1.04381E+00
 6.70000E+01, 1.04390E+00
 6.72500E+01, 1.04559E+00
 6.75000E+01, 1.04513E+00
 6.77600E+01, 1.04599E+00
 6.80100E+01, 1.04553E+00
 6.82600E+01, 1.04741E+00
 6.85100E+01, 1.05196E+00
 6.87600E+01, 1.05262E+00
 6.90100E+01, 1.05439E+00
 6.92700E+01, 1.05319E+00
 6.95200E+01, 1.05303E+00
 6.97700E+01, 1.05016E+00
 7.00200E+01, 1.04768E+00
 7.02700E+01, 1.04530E+00
 7.05200E+01, 1.04413E+00
 7.07800E+01, 1.04399E+00
 7.10300E+01, 1.04513E+00
 7.12800E+01, 1.04670E+00
 7.15000E+01, 1.04555E+00
 7.17500E+01, 1.04681E+00
 7.20000E+01, 1.04639E+00
 7.22500E+01, 1.04730E+00
 7.25000E+01, 1.04726E+00
 7.27500E+01, 1.04787E+00
 7.30100E+01, 1.04757E+00
 7.32600E+01, 1.04757E+00
 7.35100E+01, 1.04927E+00
 7.37600E+01, 1.05240E+00
 7.40100E+01, 1.05161E+00
 7.42600E+01, 1.05341E+00
 7.45200E+01, 1.05245E+00
 7.47700E+01, 1.05325E+00
 7.50200E+01, 1.04889E+00
 7.52700E+01, 1.04646E+00
 7.55200E+01, 1.04573E+00
 7.57800E+01, 1.04710E+00
 7.60300E+01, 1.04776E+00
 7.62800E+01, 1.04843E+00
 7.65300E+01, 1.04933E+00
 7.67500E+01, 1.05014E+00
 7.70000E+01, 1.05045E+00
 7.72500E+01, 1.05153E+00
 7.75000E+01, 1.05117E+00
 7.77500E+01, 1.05069E+00
 7.80000E+01, 1.05128E+00
 7.82600E+01, 1.05447E+00
 7.85100E+01, 1.05615E+00
 7.87600E+01, 1.05506E+00
 7.90100E+01, 1.05504E+00
 7.92600E+01, 1.05604E+00
 7.95200E+01, 1.05801E+00
 7.97700E+01, 1.05643E+00
 8.00200E+01, 1.05638E+00
 8.02700E+01, 1.05512E+00

-7.97300E+01, 9.75657E-01
-7.94800E+01, 9.76007E-01
-7.92300E+01, 9.76071E-01
-7.89800E+01, 9.77378E-01
-7.87200E+01, 9.77681E-01
-7.84700E+01, 9.77905E-01
-7.82200E+01, 9.76613E-01
-7.79700E+01, 9.75705E-01
-7.77200E+01, 9.75832E-01
-7.75000E+01, 9.76565E-01
-7.72500E+01, 9.76597E-01
-7.70000E+01, 9.75769E-01
-7.67500E+01, 9.74784E-01
-7.64900E+01, 9.75403E-01
-7.62400E+01, 9.74958E-01
-7.59900E+01, 9.75069E-01
-7.57400E+01, 9.74847E-01
-7.54900E+01, 9.75197E-01
-7.52400E+01, 9.76055E-01
-7.49800E+01, 9.79489E-01
-7.47300E+01, 9.78864E-01
-7.44800E+01, 9.78320E-01
-7.42300E+01, 9.74990E-01
-7.39800E+01, 9.76183E-01
-7.37200E+01, 9.76724E-01
-7.34700E+01, 9.78160E-01
-7.32200E+01, 9.78001E-01
-7.29700E+01, 9.76931E-01
-7.27200E+01, 9.75657E-01
-7.25000E+01, 9.75753E-01
-7.22500E+01, 9.76724E-01
-7.20000E+01, 9.76103E-01
-7.17500E+01, 9.76549E-01
-7.15000E+01, 9.76007E-01
-7.12400E+01, 9.75832E-01
-7.09900E+01, 9.75244E-01
-7.07400E+01, 9.75197E-01
-7.04900E+01, 9.75498E-01
-7.02400E+01, 9.75435E-01
-6.99800E+01, 9.75657E-01
-6.97300E+01, 9.75832E-01
-6.94800E+01, 9.74482E-01
-6.92300E+01, 9.73848E-01
-6.89800E+01, 9.73911E-01
-6.87300E+01, 9.75562E-01
-6.84700E+01, 9.76581E-01
-6.82200E+01, 9.76644E-01
-6.79700E+01, 9.76565E-01
-6.77200E+01, 9.76756E-01
-6.74700E+01, 9.78033E-01
-6.72500E+01, 9.78096E-01
-6.70000E+01, 9.78112E-01
-6.67500E+01, 9.77186E-01
-6.65000E+01, 9.76963E-01
-6.62400E+01, 9.76055E-01
-6.59900E+01, 9.75530E-01
-6.57400E+01, 9.76119E-01
-6.54900E+01, 9.75801E-01
-6.52400E+01, 9.75244E-01
-6.49900E+01, 9.73927E-01
-6.47300E+01, 9.73531E-01
-6.44800E+01, 9.73911E-01
-6.42300E+01, 9.74403E-01
-6.39800E+01, 9.75149E-01
-6.37300E+01, 9.74609E-01
-6.34800E+01, 9.75101E-01
-6.32200E+01, 9.74704E-01
-6.29700E+01, 9.75896E-01
-6.27200E+01, 9.74927E-01
-6.24700E+01, 9.75435E-01
-6.22200E+01, 9.75403E-01
-6.20000E+01, 9.76389E-01
-6.17500E+01, 9.76788E-01
-6.15000E+01, 9.75657E-01
-6.12500E+01, 9.74990E-01
-6.09900E+01, 9.74577E-01
-6.07400E+01, 9.75133E-01
-6.04900E+01, 9.75657E-01
-6.02400E+01, 9.76055E-01
-5.99900E+01, 9.75244E-01
-5.97400E+01, 9.75101E-01
-5.94800E+01, 9.74419E-01
-5.92300E+01, 9.75451E-01
-5.89800E+01, 9.74879E-01
-5.87300E+01, 9.74244E-01
-5.84800E+01, 9.74102E-01
-5.82200E+01, 9.74466E-01
-5.79700E+01, 9.76039E-01
-5.77200E+01, 9.75912E-01
-5.74700E+01, 9.75769E-01
-5.72200E+01, 9.75451E-01
-5.70000E+01, 9.75451E-01
-5.67500E+01, 9.75467E-01
-5.65000E+01, 9.75371E-01
-5.62500E+01, 9.75133E-01
-5.59900E+01, 9.75085E-01
-5.57400E+01, 9.74768E-01
-5.54900E+01, 9.74673E-01
-5.52400E+01, 9.74276E-01
-5.49900E+01, 9.74308E-01
-5.47400E+01, 9.74466E-01
-5.44800E+01, 9.74577E-01
-5.42300E+01, 9.74244E-01
-5.39800E+01, 9.74688E-01
-5.37300E+01, 9.74641E-01
-5.34800E+01, 9.73357E-01
-5.32300E+01, 9.72361E-01
-5.29700E+01, 9.72598E-01
-5.27200E+01, 9.74466E-01
-5.24700E+01, 9.75117E-01
-5.22200E+01, 9.75721E-01
-5.19700E+01, 9.76119E-01
-5.17500E+01, 9.75769E-01
-5.15000E+01, 9.75721E-01
-5.12500E+01, 9.75435E-01
-5.10000E+01, 9.75896E-01
-5.07400E+01, 9.76198E-01
-5.04900E+01, 9.77011E-01
-5.02400E+01, 9.77410E-01
-4.99900E+01, 9.77091E-01
-4.97400E+01, 9.76342E-01
-4.94900E+01, 9.77745E-01
-4.92300E+01, 9.78065E-01
-4.89800E+01, 9.77937E-01
-4.87300E+01, 9.77298E-01
-4.84800E+01, 9.77218E-01
-4.82300E+01, 9.80724E-01
-4.79700E+01, 9.79569E-01
-4.77200E+01, 9.79152E-01
-4.74700E+01, 9.76071E-01
-4.72200E+01, 9.76294E-01
-4.69700E+01, 9.76724E-01
-4.67500E+01, 9.76676E-01
-4.65000E+01, 9.77139E-01
-4.62500E+01, 9.76660E-01
-4.60000E+01, 9.76581E-01
-4.57500E+01, 9.76294E-01
-4.54900E+01, 9.77027E-01
-4.52400E+01, 9.76931E-01
-4.49900E+01, 9.77378E-01
-4.47400E+01, 9.76756E-01
-4.44900E+01, 9.76485E-01
-4.42300E+01, 9.76167E-01
-4.39800E+01, 9.76947E-01
-4.37300E+01, 9.78448E-01
-4.34800E+01, 9.78912E-01
-4.32300E+01, 9.78176E-01
-4.29800E+01, 9.77506E-01
-4.27200E+01, 9.76151E-01
-4.24700E+01, 9.75944E-01
-4.22200E+01, 9.75419E-01
-4.19700E+01, 9.75626E-01
-4.17200E+01, 9.76278E-01
-4.15000E+01, 9.76804E-01
-4.12500E+01, 9.78256E-01
-4.10000E+01, 9.78496E-01
-4.07500E+01, 9.78576E-01
-4.04900E+01, 9.78065E-01
-4.02400E+01, 9.77761E-01
-3.99900E+01, 9.77921E-01
-3.97400E+01, 9.78176E-01
-3.94900E+01, 9.78384E-01
-3.92400E+01, 9.78049E-01
-3.89800E+01, 9.78033E-01
-3.87300E+01, 9.77953E-01
-3.84800E+01, 9.77809E-01
-3.82300E+01, 9.78272E-01
-3.79800E+01, 9.77857E-01
-3.77300E+01, 9.77378E-01
-3.74700E+01, 9.76852E-01
-3.72200E+01, 9.77011E-01
-3.69700E+01, 9.78912E-01
-3.67200E+01, 9.79152E-01
-3.64700E+01, 9.79152E-01
-3.62500E+01, 9.78224E-01
-3.60000E+01, 9.78576E-01
-3.57500E+01, 9.79136E-01
-3.55000E+01, 9.79585E-01
-3.52400E+01, 9.80484E-01
-3.49900E+01, 9.80676E-01
-3.47400E+01, 9.80178E-01
-3.44900E+01, 9.78240E-01
-3.42400E+01, 9.78864E-01
-3.39900E+01, 9.78912E-01
-3.37300E+01, 9.80339E-01
-3.34800E+01, 9.79569E-01
-3.32300E+01, 9.79954E-01
-3.29800E+01, 9.79136E-01
-3.27300E+01, 9.79809E-01
-3.24700E+01, 9.80130E-01
-3.22200E+01, 9.80773E-01
-3.19700E+01, 9.79104E-01
-3.17200E+01, 9.78400E-01
-3.14700E+01, 9.77649E-01
-3.12500E+01, 9.79216E-01
-3.10000E+01, 9.79601E-01
-3.07500E+01, 9.80853E-01
-3.05000E+01, 9.81175E-01
-3.02500E+01, 9.81706E-01
-2.99900E+01, 9.80885E-01
-2.97400E+01, 9.81110E-01
-2.94900E+01, 9.80355E-01
-2.92400E+01, 9.80339E-01
-2.89900E+01, 9.81802E-01
-2.87300E+01, 9.82350E-01
-2.84800E+01, 9.83092E-01
-2.82300E+01, 9.80949E-01
-2.79800E+01, 9.80484E-01
-2.77300E+01, 9.79633E-01
-2.74800E+01, 9.79361E-01
-2.72200E+01, 9.79521E-01
-2.69700E+01, 9.79793E-01
-2.67200E+01, 9.78656E-01
-2.64700E+01, 9.78160E-01
-2.62200E+01, 9.77793E-01
-2.60000E+01, 9.78576E-01
-2.57500E+01, 9.79152E-01
-2.55000E+01, 9.79874E-01
-2.52500E+01, 9.80596E-01
-2.49900E+01, 9.80564E-01
-2.47400E+01, 9.80355E-01
-2.44900E+01, 9.80917E-01
-2.42400E+01, 9.81287E-01
-2.39900E+01, 9.83221E-01
-2.37400E+01, 9.82640E-01
-2.34800E+01, 9.83674E-01
-2.32300E+01, 9.81915E-01
-2.29800E+01, 9.82834E-01
-2.27300E+01, 9.82672E-01
-2.24800E+01, 9.82866E-01
-2.22300E+01, 9.83447E-01
-2.19700E+01, 9.82318E-01
-2.17200E+01, 9.82850E-01
-2.14700E+01, 9.82527E-01
-2.12200E+01, 9.82818E-01
-2.10000E+01, 9.81931E-01
-2.07500E+01, 9.81818E-01
-2.05000E+01, 9.81593E-01
-2.02500E+01, 9.82044E-01
-2.00000E+01, 9.81641E-01
-1.97400E+01, 9.81593E-01
-1.94900E+01, 9.82205E-01
-1.92400E+01, 9.82124E-01
-1.89900E+01, 9.82285E-01
-1.87400E+01, 9.81335E-01
-1.84800E+01, 9.82012E-01
-1.82300E+01, 9.82769E-01
-1.79800E+01, 9.84013E-01
-1.77300E+01, 9.84353E-01
-1.74800E+01, 9.84143E-01
-1.72300E+01, 9.83625E-01
-1.69700E+01, 9.82640E-01
-1.67200E+01, 9.82447E-01
-1.64700E+01, 9.82334E-01
-1.62200E+01, 9.82656E-01
-1.59700E+01, 9.83060E-01
-1.57500E+01, 9.82802E-01
-1.55000E+01, 9.83092E-01
-1.52500E+01, 9.83690E-01
-1.50000E+01, 9.84466E-01
-1.47400E+01, 9.85617E-01
