PHOENIX module padd; 10/31/16 at 13:23:38 -07:00
energy (meV),shifted spectra
-4.72146E+01, 1.04868E+00
-4.69646E+01, 3.74881E-02
-4.67146E+01, 7.62448E-03
-4.64646E+01, 9.34197E-01
-4.62146E+01, 1.93974E+00
-4.59646E+01, 9.78874E-01
-4.57146E+01, 8.68699E-01
-4.54646E+01, 1.63579E-01
-4.52146E+01, 1.89943E+00
-4.49646E+01, 1.07624E+00
-4.47146E+01, 1.87020E+00
-4.44646E+01, 8.52549E-02
-4.42146E+01, 1.90031E+00
-4.39646E+01, 6.87715E-03
-4.37146E+01, 7.24538E-02
-4.34646E+01, 1.96148E+00
-4.32146E+01, 2.93801E+00
-4.29646E+01, 9.84051E-01
-4.27146E+01, 9.84017E-01
-4.24646E+01, 1.96313E+00
-4.22146E+01, 9.85332E-01
-4.19646E+01, 2.88866E+00
-4.17146E+01, 1.31723E-01
-4.14646E+01, 8.98385E-01
-4.12146E+01, 2.87896E+00
-4.09646E+01, 2.01891E+00
-4.07146E+01, 1.98094E+00
-4.04646E+01, 1.90442E+00
-4.02146E+01, 8.88785E-01
-3.99646E+01, 6.45827E-03
-3.97146E+01, 6.55151E-03
-3.94646E+01, 7.50235E-02
-3.92146E+01, 2.03420E+00
-3.89646E+01, 2.91011E+00
-3.87146E+01, 1.99814E+00
-3.84646E+01, 2.95678E+00
-3.82146E+01, 2.94722E+00
-3.79646E+01, 2.94683E+00
-3.77146E+01, 1.96699E+00
-3.74646E+01, 3.92732E+00
-3.72146E+01, 5.72033E-03
-3.69646E+01, 1.96884E+00
-3.67146E+01, 1.03679E+00
-3.64646E+01, 1.89796E+00
-3.62146E+01, 4.82955E+00
-3.59646E+01, 4.03247E+00
-3.57146E+01, 1.09465E+00
-3.54646E+01, 9.34408E-01
-3.52146E+01, 1.29756E+00
-3.49646E+01, 3.64868E+00
-3.47146E+01, 4.50080E-02
-3.44646E+01, 2.10776E+00
-3.42146E+01, 3.78244E+00
-3.39646E+01, 2.68200E-02
-3.37146E+01, 2.09813E+00
-3.34646E+01, 3.81460E+00
-3.32146E+01, 1.09190E+00
-3.29646E+01, 3.93675E+00
-3.27146E+01, 1.97277E+00
-3.24646E+01, 1.97250E+00
-3.22146E+01, 1.97480E+00
-3.19646E+01, 2.95906E+00
-3.17146E+01, 1.03670E+00
-3.14646E+01, 4.78330E+00
-3.12146E+01, 2.13853E+00
-3.09646E+01, 9.51716E-01
-3.07146E+01, 5.72016E+00
-3.04646E+01, 3.68748E+00
-3.02146E+01, 2.21145E+00
-2.99646E+01, 4.79073E+00
-2.97146E+01, 3.14832E+00
-2.94646E+01, 4.64697E+00
-2.92146E+01, 9.75326E-01
-2.89646E+01, 2.10108E+00
-2.87146E+01, 3.74825E+00
-2.84646E+01, 2.28788E-01
-2.82146E+01, 5.81696E+00
-2.79646E+01, 2.96146E+00
-2.77146E+01, 6.90763E+00
-2.74646E+01, 9.90723E-01
-2.72146E+01, 7.88861E+00
-2.69646E+01, 2.96098E+00
-2.67146E+01, 3.94522E+00
-2.64646E+01, 2.97843E+00
-2.62146E+01, 5.79730E+00
-2.59646E+01, 5.01869E+00
-2.57146E+01, 2.05959E+00
-2.54646E+01, 3.82620E+00
-2.52146E+01, 3.75047E+00
-2.49646E+01, 3.55631E+00
-2.47146E+01, 8.29840E+00
-2.44646E+01, 1.08709E+00
-2.42146E+01, 3.94282E+00
-2.39646E+01, 2.87378E+00
-2.37146E+01, 2.12478E+00
-2.34646E+01, 5.98601E+00
-2.32146E+01, 5.79817E+00
-2.29646E+01, 2.92100E+00
-2.27146E+01, 2.95789E+00
-2.24646E+01, 3.94366E+00
-2.22146E+01, 2.95876E+00
-2.19646E+01, 2.95933E+00
-2.17146E+01, 2.95906E+00
-2.14646E+01, 5.91524E+00
-2.12146E+01, 3.07553E+00
-2.09646E+01, 5.78333E+00
-2.07146E+01, 5.00875E+00
-2.04646E+01, 3.99509E+00
-2.02146E+01, 1.92976E+00
-1.99646E+01, 1.93672E+00
-1.97146E+01, 2.14934E+00
-1.94646E+01, 3.93607E+00
-1.92146E+01, 2.71501E+00
-1.89646E+01, 1.16831E+00
-1.87146E+01, 4.79478E+00
-1.84646E+01, 1.03158E+00
-1.82146E+01, 2.96606E+00
-1.79646E+01, 3.06266E+00
-1.77146E+01, 4.94129E+00
-1.74646E+01, 2.96772E+00
-1.72146E+01, 9.91109E-01
-1.69646E+01, 3.95691E+00
-1.67146E+01, 7.90407E+00
-1.64646E+01, 7.90345E+00
-1.62146E+01, 1.25743E+00
-1.59646E+01, 9.20435E-01
-1.57146E+01, 1.90745E+00
-1.54646E+01, 5.81997E+00
-1.52146E+01, 5.04215E+00
-1.49646E+01, 4.86385E+00
-1.47146E+01, 4.05011E+00
-1.44646E+01, 4.87713E+00
-1.42146E+01, 4.17760E+00
-1.39646E+01, 5.86953E+00
-1.37146E+01, 3.01032E+00
-1.34646E+01, 3.96518E+00
-1.32146E+01, 2.92989E+00
-1.29646E+01, 1.98749E+00
-1.27146E+01, 3.14885E+00
-1.24646E+01, 6.95844E+00
-1.22146E+01, 6.95613E+00
-1.19646E+01, 4.96676E+00
-1.17146E+01, 1.98669E+00
-1.14646E+01, 2.97498E+00
-1.12146E+01, 3.20094E-03
-1.09646E+01, 2.82917E+00
-1.07146E+01, 3.01830E+00
-1.04646E+01, 1.04345E+00
-1.02146E+01, 3.83434E+00
-9.96462E+00, 3.12932E+00
-9.71462E+00, 4.96163E+00
-9.46462E+00, 3.67881E+00
-9.21462E+00, 1.04540E+00
-8.96462E+00, 1.76418E+00
-8.71462E+00, 1.54950E-01
-8.46462E+00, 3.94142E+00
-8.21462E+00, 2.94870E+00
-7.96462E+00, 2.92921E+00
-7.71462E+00, 3.09923E+00
-7.46462E+00, 5.83917E+00
-7.21462E+00, 2.95528E+00
-6.96462E+00, 9.87730E-01
-6.71462E+00, 3.93788E+00
-6.46462E+00, 9.88270E-01
-6.21462E+00, 4.92579E+00
-5.96462E+00, 5.91257E+00
-5.71462E+00, 5.95121E+00
-5.46462E+00, 3.07578E+00
-5.21462E+00, 2.94758E+00
-4.96462E+00, 9.98832E-01
-4.71462E+00, 6.71618E+00
-4.46462E+00, 4.34050E+00
-4.21462E+00, 8.75270E+00
-3.96462E+00, 5.60781E+00
-3.71462E+00, 4.29810E+00
-3.46462E+00, 8.87566E+00
-3.21462E+00, 7.87690E+00
-2.96462E+00, 6.70168E+00
-2.71462E+00, 3.08296E+00
-2.46462E+00, 6.97287E+00
-2.21462E+00, 6.93244E+00
-1.96462E+00, 5.94615E+00
-1.71462E+00, 1.28573E+01
-1.46462E+00, 1.48238E+01
-1.21462E+00, 2.47051E+01
-9.64622E-01, 6.33432E+01
-7.14622E-01, 1.52970E+02
-4.64622E-01, 3.77975E+02
-2.14622E-01, 6.19721E+02
 3.53781E-02, 6.26095E+02
 2.85378E-01, 4.71322E+02
 5.35378E-01, 2.55148E+02
 7.85378E-01, 1.50519E+02
 1.03538E+00, 7.59240E+01
 1.28538E+00, 2.66457E+01
 1.53538E+00, 1.36514E+01
 1.78538E+00, 1.07623E+01
 2.03538E+00, 6.68997E+00
 2.28538E+00, 2.01004E+00
 2.53538E+00, 4.07157E+00
 2.78538E+00, 4.76819E+00
 3.03538E+00, 9.96187E-01
 3.28538E+00, 6.96097E+00
 3.53538E+00, 3.97711E+00
 3.78538E+00, 3.97316E+00
 4.03538E+00, 2.98245E+00
 4.28538E+00, 6.97190E+00
 4.53538E+00, 6.07631E+00
 4.78538E+00, 4.05608E+00
 5.03538E+00, 3.97194E+00
 5.28538E+00, 3.00416E+00
 5.53538E+00, 5.16143E+00
 5.78538E+00, 7.15507E+00
 6.03538E+00, 7.67696E+00
 6.28538E+00, 3.82263E+00
 6.53538E+00, 2.94646E+00
 6.78538E+00, 3.02181E+00
 7.03538E+00, 3.98976E+00
 7.28538E+00, 3.91856E+00
 7.53538E+00, 4.27943E+00
 7.78538E+00, 9.67494E+00
 8.03538E+00, 3.09559E+00
 8.28538E+00, 6.96141E+00
 8.53538E+00, 3.98192E+00
 8.78538E+00, 6.97544E+00
 9.03538E+00, 5.97666E+00
 9.28538E+00, 3.98552E+00
 9.53538E+00, 4.92152E+00
 9.78538E+00, 4.99968E+00
 1.00354E+01, 4.02633E+00
 1.02854E+01, 3.97114E+00
 1.05354E+01, 4.91963E+00
 1.07854E+01, 7.79714E+00
 1.10354E+01, 5.05331E+00
 1.12854E+01, 5.84907E+00
 1.15354E+01, 3.91635E+00
 1.17854E+01, 4.05412E+00
 1.20354E+01, 6.05547E+00
 1.22854E+01, 6.84334E+00
 1.25354E+01, 4.04318E+00
 1.27854E+01, 5.99431E+00
 1.30354E+01, 6.09183E+00
 1.32854E+01, 7.99231E+00
 1.35354E+01, 5.99696E+00
 1.37854E+01, 4.00215E+00
 1.40354E+01, 8.00846E+00
 1.42854E+01, 5.00846E+00
 1.45354E+01, 6.00275E+00
 1.47854E+01, 8.94713E+00
 1.50354E+01, 4.19844E+00
 1.52854E+01, 6.81086E+00
 1.55354E+01, 1.00067E+01
 1.57854E+01, 3.14553E+00
 1.60354E+01, 7.16287E+00
 1.62854E+01, 8.07979E+00
 1.65354E+01, 7.83800E+00
 1.67854E+01, 6.20469E+00
 1.70354E+01, 7.98045E+00
 1.72854E+01, 6.06076E+00
 1.75354E+01, 6.90635E+00
 1.77854E+01, 6.36052E+00
 1.80354E+01, 1.26485E+01
 1.82854E+01, 4.21837E+00
 1.85354E+01, 1.10025E+01
 1.87854E+01, 7.00133E+00
 1.90354E+01, 5.01089E+00
 1.92854E+01, 1.10116E+01
 1.95354E+01, 8.01733E+00
 1.97854E+01, 4.00932E+00
 2.00354E+01, 3.00967E+00
 2.02854E+01, 2.95349E+00
 2.05354E+01, 7.85604E+00
 2.07854E+01, 4.16832E+00
 2.10354E+01, 8.30865E+00
 2.12854E+01, 9.91747E+00
 2.15354E+01, 7.99549E+00
 2.17854E+01, 8.07841E+00
 2.20354E+01, 7.66520E+00
 2.22854E+01, 5.30932E+00
 2.25354E+01, 1.19829E+01
 2.27854E+01, 7.91568E+00
 2.30354E+01, 6.00000E+00
 2.32854E+01, 6.04796E+00
 2.35354E+01, 7.09401E+00
 2.37854E+01, 9.05213E+00
 2.40354E+01, 1.20851E+01
 2.42854E+01, 6.04059E+00
 2.45354E+01, 1.31072E+01
 2.47854E+01, 1.31098E+01
 2.50354E+01, 8.29152E+00
 2.52854E+01, 5.03452E+00
 2.55354E+01, 1.28331E+01
 2.57854E+01, 5.35724E+00
 2.60354E+01, 1.19215E+01
 2.62854E+01, 8.21156E+00
 2.65354E+01, 9.79736E+00
 2.67854E+01, 7.36948E+00
 2.70354E+01, 1.08688E+01
 2.72854E+01, 8.19676E+00
 2.75354E+01, 1.22648E+01
 2.77854E+01, 1.40319E+01
 2.80354E+01, 1.09826E+01
 2.82854E+01, 9.08480E+00
 2.85354E+01, 8.92811E+00
 2.87854E+01, 6.04975E+00
 2.90354E+01, 1.00883E+01
 2.92854E+01, 5.04007E+00
 2.95354E+01, 1.21045E+01
 2.97854E+01, 1.00858E+01
 3.00354E+01, 5.04405E+00
 3.02854E+01, 1.37320E+01
 3.05354E+01, 1.33041E+01
 3.07854E+01, 7.30115E+00
 3.10354E+01, 7.04339E+00
 3.12854E+01, 5.12313E+00
 3.15354E+01, 5.87643E+00
 3.17854E+01, 4.10784E+00
 3.20354E+01, 6.29266E+00
 3.22854E+01, 9.46554E+00
 3.25354E+01, 1.19731E+01
 3.27854E+01, 8.16244E+00
 3.30354E+01, 1.00592E+01
 3.32854E+01, 6.78386E+00
 3.35354E+01, 2.27126E+00
 3.37854E+01, 9.11641E+00
 3.40354E+01, 7.06643E+00
 3.42854E+01, 5.04038E+00
 3.45354E+01, 1.41226E+01
 3.47854E+01, 5.05387E+00
 3.50354E+01, 8.09862E+00
 3.52854E+01, 9.11871E+00
 3.55354E+01, 7.14284E+00
 3.57854E+01, 9.99793E+00
 3.60354E+01, 8.18557E+00
 3.62854E+01, 8.64930E+00
 3.65354E+01, 4.35043E+00
 3.67854E+01, 7.76922E+00
 3.70354E+01, 4.38827E+00
 3.72854E+01, 7.78721E+00
 3.75354E+01, 2.84790E+00
 3.77854E+01, 2.02874E+00
 3.80354E+01, 3.18441E+00
 3.82854E+01, 6.04310E+00
 3.85354E+01, 5.16637E+00
 3.87854E+01, 6.91211E+00
 3.90354E+01, 3.03334E+00
 3.92854E+01, 6.06523E+00
 3.95354E+01, 4.04285E+00
 3.97854E+01, 8.10718E+00
 4.00354E+01, 5.07412E+00
 4.02854E+01, 3.04439E+00
 4.05354E+01, 7.90539E+00
 4.07854E+01, 8.19395E+00
 4.10354E+01, 5.20033E+00
 4.12854E+01, 4.04392E+00
 4.15354E+01, 5.87718E+00
 4.17854E+01, 3.05459E+00
 4.20354E+01, 4.23632E+00
 4.22854E+01, 4.77582E+00
 4.25354E+01, 8.58629E-01
 4.27854E+01, 1.13885E+00
 4.30354E+01, 5.38998E+00
 4.32854E+01, 8.79754E+00
 4.35354E+01, 1.60110E-01
 4.37854E+01, 6.11838E+00
 4.40354E+01, 5.14133E+00
 4.42854E+01, 6.11436E+00
 4.45354E+01, 4.07828E+00
 4.47854E+01, 6.11713E+00
 4.50354E+01, 6.12019E+00
 4.52854E+01, 3.05712E+00
 4.55354E+01, 6.13059E+00
 4.57854E+01, 5.17977E+00
 4.60354E+01, 5.09993E+00
 4.62854E+01, 5.12516E+00
 4.65354E+01, 3.10512E+00
 4.67854E+01, 6.08765E+00
 4.70354E+01, 5.28945E+00
 4.72854E+01, 7.16017E+00
 4.75354E+01, 6.11316E+00
 4.77854E+01, 4.85471E+00
 4.80354E+01, 2.02399E+00
 4.82854E+01, 3.28614E+00
 4.85354E+01, 7.09910E+00
 4.87854E+01, 4.26182E+00
 4.90354E+01, 6.94588E+00
 4.92854E+01, 1.06509E+00
 4.95354E+01, 3.06473E+00
 4.97854E+01,-7.64848E-03
 5.00354E+01,-7.65373E-03
 5.02854E+01, 1.01798E+00
 5.05354E+01, 4.09355E+00
 5.07854E+01, 1.60313E-01
 5.10354E+01, 1.93451E+00
 5.12854E+01, 1.06863E+00
 5.15354E+01, 1.99478E+00
 5.17854E+01, 1.98131E+00
 5.20354E+01, 8.61737E-01
 5.22854E+01, 2.38471E-01
 5.25354E+01, 3.05344E+00
 5.27854E+01, 2.04493E+00
 5.30354E+01, 1.96868E+00
 5.32854E+01, 1.01116E+00
 5.35354E+01, 1.02060E+00
 5.37854E+01, 1.03005E+00
 5.40354E+01, 9.79965E-01
 5.42854E+01,-8.79937E-03
 5.45354E+01,-8.32198E-03
 5.47854E+01, 2.04340E+00
 5.50354E+01, 1.01821E+00
 5.52854E+01,-8.77615E-03
 5.55354E+01,-8.91901E-03
 5.57854E+01, 2.05108E+00
 5.60354E+01, 2.05899E+00
 5.62854E+01, 3.04755E+00
 5.65354E+01, 2.11141E+00
 5.67854E+01, 1.03962E+00
 5.70354E+01, 1.99326E+00
 5.72854E+01, 1.02153E+00
 5.75354E+01, 9.20179E-01
 5.77854E+01, 5.34328E-02
 5.80354E+01, 1.06238E+00
 5.82854E+01, 9.82395E-01
 5.85354E+01,-9.60214E-03
 5.87854E+01,-9.71002E-03
 5.90354E+01,-9.97564E-03
 5.92854E+01,-1.01030E-02
 5.95354E+01, 3.95210E-02
 5.97854E+01, 1.02281E+00
 6.00354E+01,-9.52368E-03
 6.02854E+01,-9.27410E-03
 6.05354E+01,-9.26349E-03
 6.07854E+01,-9.61405E-03
 6.10354E+01, 1.02187E+00
 6.12854E+01, 2.97661E-02
 6.15354E+01, 9.83201E-01
 6.17854E+01, 1.62764E-02
 6.20354E+01, 2.02360E+00
 6.22854E+01, 1.02422E+00
 6.25354E+01, 9.42011E-01
 6.27854E+01,-1.07074E-02
 6.30354E+01,-1.05179E-02
 6.32854E+01, 6.89947E-02
 6.35354E+01, 1.04322E+00
 6.37854E+01, 9.73843E-01
 6.40354E+01, 3.04725E-02
 6.42854E+01, 9.85448E-01
 6.45354E+01, 9.68196E-04
 6.47854E+01, 1.13801E+00
 6.50354E+01, 3.10595E+00
 6.52854E+01, 1.02751E+00
 6.55354E+01,-1.17450E-02
 6.57854E+01, 2.06744E+00
 6.60354E+01,-1.21715E-02
 6.62854E+01,-1.22859E-02
 6.65354E+01, 9.98707E-01
 6.67854E+01, 1.86287E-02
 6.70354E+01, 2.00679E+00
 6.72854E+01, 4.20172E-02
 6.75354E+01, 9.47132E-01
 6.77854E+01, 3.20060E-02
 6.80354E+01, 1.13432E+00
 6.82854E+01, 2.07684E+00
 6.85354E+01, 2.13019E+00
 6.87854E+01, 3.10130E+00
 6.90354E+01, 2.02882E+00
 6.92854E+01, 1.03647E+00
 6.95354E+01, 9.85376E-01
 6.97854E+01, 2.42032E-02
 7.00354E+01, 1.03723E+00
 7.02854E+01,-1.59078E-02
 7.05354E+01,-1.50465E-02
 7.07854E+01, 1.03338E+00
 7.10354E+01, 1.03171E+00
 7.12854E+01,-1.32400E-02
 7.15354E+01,-1.31982E-02
 7.17854E+01, 2.00354E+00
 7.20354E+01, 1.08175E+00
 7.22854E+01, 1.93581E+00
 7.25354E+01,-1.40321E-02
 7.27854E+01,-1.39383E-02
 7.30354E+01, 8.88599E-02
 7.32854E+01, 9.68935E-01
 7.35354E+01,-1.43531E-02
 7.37854E+01,-1.42721E-02
 7.40354E+01,-1.42925E-02
 7.42854E+01,-1.48200E-02
 7.45354E+01,-1.57102E-02
 7.47854E+01, 3.59674E-02
 7.50354E+01, 1.00721E+00
 7.52854E+01,-1.57363E-02
 7.55354E+01,-1.59742E-02
 7.57854E+01,-1.46671E-02
 7.60354E+01,-1.39383E-02
 7.62854E+01,-1.37198E-02
 7.65354E+01, 9.82438E-01
 7.67854E+01, 2.05898E+00
 7.70354E+01, 1.08585E+00
 7.72854E+01, 1.02445E+00
 7.75354E+01, 1.03511E+00
 7.77854E+01, 1.03538E+00
 7.80354E+01, 1.01674E+00
 7.82854E+01, 1.13916E+00
 7.85354E+01, 2.02181E+00
 7.87854E+01, 1.01627E+00
 7.90354E+01, 1.04833E+00
 7.92854E+01, 9.97086E-01
 7.95354E+01,-1.65177E-02
 7.97854E+01,-1.65244E-02
 8.00354E+01,-1.68355E-02
 8.02854E+01,-1.74040E-02
 8.05354E+01,-1.69297E-02
 8.07854E+01, 1.03946E+00
 8.10354E+01, 1.03858E+00

-7.75424E+01, 9.82960E-01
-7.72924E+01, 7.19777E-03
-7.70424E+01, 7.17867E-03
-7.67924E+01, 6.78664E-03
-7.65424E+01, 6.69596E-03
-7.62924E+01, 6.62670E-03
-7.60424E+01, 7.00074E-03
-7.57924E+01, 9.43957E-01
-7.55424E+01, 1.00378E+00
-7.52924E+01, 1.57260E-01
-7.50424E+01, 1.93593E+00
-7.47924E+01, 8.87375E-01
-7.45424E+01, 7.55060E-03
-7.42924E+01, 7.38307E-03
-7.40424E+01, 7.51182E-03
-7.37924E+01, 7.48183E-03
-7.35424E+01, 5.59145E-02
-7.32924E+01, 9.44309E-01
-7.30424E+01, 4.48542E-02
-7.27924E+01, 9.85642E-01
-7.25424E+01, 6.34074E-03
-7.22924E+01, 9.84824E-01
-7.20424E+01, 7.50298E-03
-7.17924E+01, 7.14525E-03
-7.15424E+01, 6.98904E-03
-7.12924E+01, 9.36398E-01
-7.10424E+01, 1.94227E+00
-7.07924E+01, 1.04176E+00
-7.05424E+01, 3.63707E-02
-7.02924E+01, 7.24710E-03
-7.00424E+01, 6.99769E-03
-6.97924E+01, 1.03251E-01
-6.95424E+01, 9.23791E-01
-6.92924E+01, 7.20181E-03
-6.90424E+01, 7.25770E-03
-6.87924E+01, 7.42987E-03
-6.85424E+01, 7.43741E-03
-6.82924E+01, 5.50122E-02
-6.80424E+01, 9.45282E-01
-6.77924E+01, 7.30276E-03
-6.75424E+01, 9.83083E-01
-6.72924E+01, 7.65535E-03
-6.70424E+01, 9.81694E-01
-6.67924E+01, 7.82657E-03
-6.65424E+01, 7.33138E-03
-6.62924E+01, 7.03289E-03
-6.60424E+01, 7.00446E-03
-6.57924E+01, 7.03000E-03
-6.55424E+01, 6.97943E-03
-6.52924E+01, 6.60498E-03
-6.50424E+01, 6.56513E-03
-6.47924E+01, 6.58716E-03
-6.45424E+01, 6.84980E-03
-6.42924E+01, 6.93201E-03
-6.40424E+01, 5.57639E-02
-6.37924E+01, 9.53209E-01
-6.35424E+01, 7.16817E-03
-6.32924E+01, 7.26362E-03
-6.30424E+01, 7.44299E-03
-6.27924E+01, 7.83138E-03
-6.25424E+01, 7.94061E-03
-6.22924E+01, 7.82657E-03
-6.20424E+01, 7.67914E-03
-6.17924E+01, 7.45533E-03
-6.15424E+01, 9.82226E-01
-6.12924E+01, 9.82571E-01
-6.10424E+01, 2.59597E-02
-6.07924E+01, 1.89124E+00
-6.05424E+01, 1.04317E-01
-6.02924E+01, 7.37563E-03
-6.00424E+01, 7.38066E-03
-5.97924E+01, 7.07359E-03
-5.95424E+01, 1.02990E-01
-5.92924E+01, 9.23232E-01
-5.90424E+01, 7.51250E-03
-5.87924E+01, 7.62272E-03
-5.85424E+01, 7.45335E-03
-5.82924E+01, 7.29799E-03
-5.80424E+01, 5.55637E-02
-5.77924E+01, 9.53209E-01
-5.75424E+01, 7.47750E-03
-5.72924E+01, 7.67438E-03
-5.70424E+01, 7.36476E-03
-5.67924E+01, 7.53632E-03
-5.65424E+01, 7.72672E-03
-5.62924E+01, 1.95597E+00
-5.60424E+01, 9.21313E-02
-5.57924E+01, 9.17389E-01
-5.55424E+01, 1.93875E+00
-5.52924E+01, 1.04081E+00
-5.50424E+01, 3.64241E-02
-5.47924E+01, 7.36386E-03
-5.45424E+01, 7.36088E-03
-5.42924E+01, 7.39457E-03
-5.40424E+01, 7.46075E-03
-5.37924E+01, 7.47808E-03
-5.35424E+01, 7.57058E-03
-5.32924E+01, 7.60335E-03
-5.30424E+01, 7.71842E-03
-5.27924E+01, 7.70600E-03
-5.25424E+01, 7.65738E-03
-5.22924E+01, 7.62679E-03
-5.20424E+01, 7.72672E-03
-5.17924E+01, 7.59347E-03
-5.15424E+01, 7.60775E-03
-5.12924E+01, 7.99285E-03
-5.10424E+01, 8.29166E-03
-5.07924E+01, 2.83286E+00
-5.05424E+01, 1.07656E+00
-5.02924E+01, 1.90937E+00
-5.00424E+01, 1.02198E+00
-4.97924E+01, 1.93424E+00
-4.95424E+01, 5.87112E-02
-4.92924E+01, 9.04954E-01
-4.90424E+01, 8.40553E-02
-4.87924E+01, 8.89642E-01
-4.85424E+01, 8.62035E-02
-4.82924E+01, 1.94999E+00
-4.80424E+01, 9.16970E-01
-4.77924E+01, 8.49703E-02
-4.75424E+01, 1.93970E+00
-4.72924E+01, 9.74869E-01
-4.70424E+01, 9.84645E-01
-4.67924E+01, 9.84556E-01
-4.65424E+01, 6.81057E-03
-4.62924E+01, 1.96127E+00
-4.60424E+01, 1.96723E+00
-4.57924E+01, 1.97501E+00
-4.55424E+01, 1.01505E+00
-4.52924E+01, 1.92970E+00
-4.50424E+01, 6.64213E-02
-4.47924E+01, 2.83701E+00
-4.45424E+01, 1.88382E-02
-4.42924E+01, 9.83979E-01
-4.40424E+01, 1.06179E+00
-4.37924E+01, 1.99504E+00
-4.35424E+01, 1.88463E+00
-4.32924E+01, 9.84465E-01
-4.30424E+01, 9.35390E-01
-4.27924E+01, 8.36356E-03
-4.25424E+01, 1.11857E+00
-4.22924E+01, 3.90410E+00
-4.20424E+01, 2.93565E+00
-4.17924E+01, 2.93776E+00
-4.15424E+01, 9.84914E-01
-4.12924E+01, 2.94306E+00
-4.10424E+01, 3.91925E+00
-4.07924E+01, 1.96176E+00
-4.05424E+01, 9.92181E-01
-4.02924E+01, 1.92077E+00
-4.00424E+01, 1.01248E+00
-3.97924E+01, 2.85612E+00
-3.95424E+01, 2.03945E+00
-3.92924E+01, 2.12816E-01
-3.90424E+01, 2.89905E+00
-3.87924E+01, 2.05735E+00
-3.85424E+01, 2.73639E+00
-3.82924E+01, 1.17103E+00
-3.80424E+01, 4.68112E+00
-3.77924E+01, 2.22616E-01
-3.75424E+01, 5.77704E+00
-3.72924E+01, 3.11344E+00
-3.70424E+01, 6.70319E+00
-3.67924E+01, 1.96266E+00
-3.65424E+01, 1.96252E+00
-3.62924E+01, 9.84466E-01
-3.60424E+01, 2.94134E+00
-3.57924E+01, 9.84500E-01
-3.55424E+01, 2.93892E+00
-3.52924E+01, 1.03984E+00
-3.50424E+01, 4.75617E+00
-3.47924E+01, 1.18842E+00
-3.45424E+01, 4.54137E-02
-3.42924E+01, 2.83000E+00
-3.40424E+01, 1.84605E+00
-3.37924E+01, 1.04536E+00
-3.35424E+01, 1.98259E+00
-3.32924E+01, 1.96542E+00
-3.30424E+01, 1.98568E+00
-3.27924E+01, 1.85113E+00
-3.25424E+01, 1.62433E-01
-3.22924E+01, 3.86944E+00
-3.20424E+01, 1.98424E+00
-3.17924E+01, 2.97204E+00
-3.15424E+01, 2.94692E+00
-3.12924E+01, 9.85698E-01
-3.10424E+01, 1.96592E+00
-3.07924E+01, 2.94367E+00
-3.05424E+01, 3.92530E+00
-3.02924E+01, 1.11837E+00
-3.00424E+01, 4.49811E-02
-2.97924E+01, 2.78850E+00
-2.95424E+01, 5.82534E+00
-2.92924E+01, 2.16706E+00
-2.90424E+01, 2.48456E-01
-2.87924E+01, 2.70970E+00
-2.85424E+01, 1.50984E-01
-2.82924E+01, 3.17689E+00
-2.80424E+01, 4.93064E+00
-2.77924E+01, 3.78329E+00
-2.75424E+01, 1.05576E+00
-2.72924E+01, 2.86849E+00
-2.70424E+01, 1.05451E+00
-2.67924E+01, 2.93239E+00
-2.65424E+01, 1.96999E+00
-2.62924E+01, 1.97126E+00
-2.60424E+01, 2.94856E+00
-2.57924E+01, 1.96682E+00
-2.55424E+01, 2.94501E+00
-2.52924E+01, 4.90300E+00
-2.50424E+01, 3.04882E+00
-2.47924E+01, 1.93995E+00
-2.45424E+01, 6.66137E+00
-2.42924E+01, 5.97114E+00
-2.40424E+01, 4.93611E+00
-2.37924E+01, 3.74988E+00
-2.35424E+01, 3.29349E+00
-2.32924E+01, 6.63538E+00
-2.30424E+01, 4.26692E+00
-2.27924E+01, 7.65110E+00
-2.25424E+01, 3.10397E+00
-2.22924E+01, 6.69476E+00
-2.20424E+01, 2.00935E+00
-2.17924E+01, 3.88199E+00
-2.15424E+01, 3.16242E+00
-2.12924E+01, 6.89061E+00
-2.10424E+01, 5.42554E-03
-2.07924E+01, 2.95365E+00
-2.05424E+01, 9.87871E-01
-2.02924E+01, 5.90234E+00
-2.00424E+01, 1.97186E+00
-1.97924E+01, 6.69267E+00
-1.95424E+01, 3.13564E+00
-1.92924E+01, 4.80159E+00
-1.90424E+01, 4.93809E+00
-1.87924E+01, 4.85563E+00
-1.85424E+01, 3.79990E+00
-1.82924E+01, 3.16173E+00
-1.80424E+01, 4.57080E+00
-1.77924E+01, 1.23366E+00
-1.75424E+01, 4.92852E+00
-1.72924E+01, 3.85560E+00
-1.70424E+01, 1.91148E+00
-1.67924E+01, 9.24820E-01
-1.65424E+01, 1.26169E+00
-1.62924E+01, 6.87948E+00
-1.60424E+01, 1.97071E+00
-1.57924E+01, 3.94085E+00
-1.55424E+01, 9.89047E-01
-1.52924E+01, 4.92547E+00
-1.50424E+01, 4.92304E+00
-1.47924E+01, 1.11992E+00
-1.45424E+01, 2.85764E+00
-1.42924E+01, 1.04736E+00
-1.40424E+01, 4.76124E+00
-1.37924E+01, 3.02375E+00
-1.35424E+01, 6.73983E+00
-1.32924E+01, 3.93768E+00
-1.30424E+01, 3.61922E+00
-1.27924E+01, 1.33127E+00
-1.25424E+01, 5.90415E+00
