@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 10/31/16 at 12:49:49 -07:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "one-phonon contribution (1/eV)"
@type xy
  7.30107E+01 -1.09122E-04
  7.32599E+01 -4.87422E-03
  7.35091E+01 -5.20007E-03
  7.37583E+01 -3.06978E-03
  7.40075E+01 -1.09722E-02
  7.42566E+01 -2.39503E-02
  7.45058E+01 -2.33516E-02
  7.47550E+01 -1.49245E-02
  7.50042E+01 -1.47532E-02
  7.52534E+01 -2.08936E-02
  7.55026E+01 -2.39073E-02
  7.57517E+01 -1.74620E-02
  7.60009E+01 -6.78478E-03
  7.62501E+01  1.23502E-03
  7.64993E+01  1.64031E-03
  7.67485E+01 -6.74413E-03
  7.69977E+01 -1.58927E-02
  7.72468E+01 -2.22910E-02
  7.74960E+01 -2.27409E-02
  7.77452E+01 -1.76732E-02
  7.79944E+01 -9.48429E-03
  7.82436E+01 -1.50474E-03
  7.84928E+01 -6.40724E-03
  7.87419E+01 -2.17990E-02
  7.89911E+01 -3.18315E-02
  7.92403E+01 -2.91669E-02
  7.94895E+01 -1.11423E-02
  7.97387E+01  1.39836E-02
  7.99879E+01  2.83910E-02
  8.02370E+01  2.03403E-02
  8.04862E+01 -1.28400E-03
  8.07354E+01 -1.95785E-02
  8.09846E+01 -2.47467E-02
  8.12338E+01 -1.93866E-02
  8.14830E+01 -4.83997E-03
  8.17321E+01  2.02745E-02
  8.19813E+01  4.13071E-02
  8.22305E+01  3.72412E-02
  8.24797E+01  1.52689E-02
  8.27289E+01  4.85311E-03
  8.29781E+01  8.45497E-03
  8.32272E+01  4.01649E-03
  8.34764E+01 -1.31657E-02
  8.37256E+01 -3.23682E-02
  8.39748E+01 -3.67148E-02
  8.42240E+01 -1.79613E-02
  8.44732E+01  9.74043E-03
  8.47223E+01  1.05616E-02
  8.49715E+01 -2.21394E-02
  8.52207E+01 -4.46516E-02
