@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 10/31/16 at 12:49:49 -07:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "partial phonon DOS (1/eV)"
@s0 errorbar size 0.0
@type xydy
  0.00000E+00  0.00000E+00  0.00000E+00
  2.49183E-01  2.64284E-03  4.02438E-03
  4.98367E-01  9.58111E-03  1.36543E-02
  7.47550E-01  1.93880E-02  2.38271E-02
  9.96733E-01  3.36369E-02  3.08450E-02
  1.24592E+00  5.60838E-02  3.29512E-02
  1.49510E+00  8.74690E-02  3.40919E-02
  1.74428E+00  1.24706E-01  3.48633E-02
  1.99347E+00  1.65994E-01  3.47767E-02
  2.24265E+00  2.10815E-01  3.62494E-02
  2.49183E+00  2.57673E-01  3.92573E-02
  2.74102E+00  3.06286E-01  4.29736E-02
  2.99020E+00  3.58924E-01  4.74607E-02
  3.23938E+00  4.23324E-01  5.86209E-02
  3.48857E+00  5.02631E-01  7.17434E-02
  3.73775E+00  5.82771E-01  7.87179E-02
  3.98693E+00  6.46255E-01  8.33122E-02
  4.23612E+00  6.87091E-01  9.36654E-02
  4.48530E+00  7.12495E-01  1.02887E-01
  4.73448E+00  7.64011E-01  1.15099E-01
  4.98367E+00  8.76865E-01  1.25604E-01
  5.23285E+00  9.93495E-01  1.39956E-01
  5.48203E+00  1.07042E+00  1.51047E-01
  5.73122E+00  1.14598E+00  1.74118E-01
  5.98040E+00  1.24051E+00  1.85208E-01
  6.22958E+00  1.38714E+00  1.92232E-01
  6.47877E+00  1.56176E+00  2.24702E-01
  6.72795E+00  1.67835E+00  2.27036E-01
  6.97713E+00  1.81110E+00  2.55739E-01
  7.22632E+00  1.99107E+00  2.75459E-01
  7.47550E+00  2.13616E+00  2.76110E-01
  7.72468E+00  2.25441E+00  3.12910E-01
  7.97387E+00  2.38662E+00  3.26964E-01
  8.22305E+00  2.54633E+00  3.45898E-01
  8.47223E+00  2.73417E+00  3.62117E-01
  8.72142E+00  2.94975E+00  3.78946E-01
  8.97060E+00  3.17605E+00  4.19535E-01
  9.21978E+00  3.41315E+00  4.47536E-01
  9.46897E+00  3.66341E+00  4.45924E-01
  9.71815E+00  3.92307E+00  4.94802E-01
  9.96733E+00  4.17141E+00  5.53856E-01
  1.02165E+01  4.32161E+00  5.56111E-01
  1.04657E+01  4.45728E+00  5.16974E-01
  1.07149E+01  4.70639E+00  5.73796E-01
  1.09641E+01  4.73124E+00  6.20106E-01
  1.12133E+01  4.46769E+00  5.86353E-01
  1.14624E+01  4.57210E+00  5.97402E-01
  1.17116E+01  5.20931E+00  6.91804E-01
  1.19608E+01  5.78927E+00  7.38293E-01
  1.22100E+01  6.05631E+00  7.60827E-01
  1.24592E+01  6.10521E+00  8.09747E-01
  1.27084E+01  6.13259E+00  7.66639E-01
  1.29575E+01  6.54402E+00  7.97555E-01
  1.32067E+01  7.27556E+00  9.05180E-01
  1.34559E+01  7.87278E+00  9.18468E-01
  1.37051E+01  8.31069E+00  9.88082E-01
  1.39543E+01  8.68121E+00  1.03050E+00
  1.42035E+01  8.89213E+00  1.05426E+00
  1.44526E+01  8.93194E+00  1.08277E+00
  1.47018E+01  8.91691E+00  1.04530E+00
  1.49510E+01  9.24606E+00  1.08142E+00
  1.52002E+01  9.92396E+00  1.15231E+00
  1.54494E+01  1.02519E+01  1.22289E+00
  1.56986E+01  1.01861E+01  1.19754E+00
  1.59477E+01  1.07136E+01  1.21422E+00
  1.61969E+01  1.17332E+01  1.36513E+00
  1.64461E+01  1.21788E+01  1.36167E+00
  1.66953E+01  1.23217E+01  1.37183E+00
  1.69445E+01  1.26912E+01  1.39944E+00
  1.71937E+01  1.28736E+01  1.42577E+00
  1.74428E+01  1.26978E+01  1.45981E+00
  1.76920E+01  1.27633E+01  1.50309E+00
  1.79412E+01  1.33041E+01  1.53914E+00
  1.81904E+01  1.38464E+01  1.55374E+00
  1.84396E+01  1.44154E+01  1.60789E+00
  1.86888E+01  1.56618E+01  1.75400E+00
  1.89379E+01  1.73955E+01  1.84121E+00
  1.91871E+01  1.88790E+01  1.93036E+00
  1.94363E+01  1.95097E+01  2.05015E+00
  1.96855E+01  1.91977E+01  2.03084E+00
  1.99347E+01  1.90043E+01  1.91967E+00
  2.01839E+01  2.00890E+01  1.98845E+00
  2.04330E+01  2.17785E+01  2.16933E+00
  2.06822E+01  2.27235E+01  2.34644E+00
  2.09314E+01  2.32756E+01  2.41406E+00
  2.11806E+01  2.43523E+01  2.45120E+00
  2.14298E+01  2.56589E+01  2.50106E+00
  2.16790E+01  2.65411E+01  2.60247E+00
  2.19281E+01  2.69608E+01  2.58210E+00
  2.21773E+01  2.76245E+01  2.59082E+00
  2.24265E+01  2.86376E+01  2.69325E+00
  2.26757E+01  2.93691E+01  2.74554E+00
  2.29249E+01  2.98541E+01  2.81815E+00
  2.31741E+01  3.07595E+01  2.82706E+00
  2.34232E+01  3.29316E+01  2.88547E+00
  2.36724E+01  3.65265E+01  3.08364E+00
  2.39216E+01  3.99768E+01  3.37158E+00
  2.41708E+01  4.17213E+01  3.55402E+00
  2.44200E+01  4.25069E+01  3.48994E+00
  2.46692E+01  4.44674E+01  3.56710E+00
  2.49183E+01  4.82683E+01  3.85309E+00
  2.51675E+01  5.17001E+01  4.07861E+00
  2.54167E+01  5.29975E+01  4.04865E+00
  2.56659E+01  5.41848E+01  4.15483E+00
  2.59151E+01  5.70426E+01  4.29484E+00
  2.61643E+01  6.06905E+01  4.41609E+00
