#
#  Date of conversion : 07/29/18
#  Time of conversion : 22:35:36 -05:00
#
# Fit function for dominant peak is of exponential type
#  asymmetry factor :  1.00   shape coefficient :  2.00
#
#   det.bal.  Chi^2    peak    FWHM    pos.  %bkgr.  input file
#     ??      16.50  1.30E+03  1.45 -37.507  14.81   scans/scan_0194.mda
#
 -1.96835E+01  8.95470E+00  2.98490E+00
 -1.94337E+01  1.29232E+01  3.58479E+00
 -1.91840E+01  1.59227E+01  3.98072E+00
 -1.89343E+01  8.19400E+00  2.85450E+00
 -1.86846E+01  1.88442E+01  4.32911E+00
 -1.84349E+01  1.19918E+01  3.45446E+00
 -1.81852E+01  1.58572E+01  3.97081E+00
 -1.79354E+01  2.38319E+01  4.86850E+00
 -1.76857E+01  1.50127E+01  3.86454E+00
 -1.74360E+01  1.85714E+01  4.29909E+00
 -1.71863E+01  2.18314E+01  4.66049E+00
 -1.69366E+01  1.92888E+01  4.38039E+00
 -1.66868E+01  2.53232E+01  5.02095E+00
 -1.64371E+01  3.00497E+01  5.46864E+00
 -1.61874E+01  2.79576E+01  5.27360E+00
 -1.59377E+01  1.72142E+01  4.14004E+00
 -1.56880E+01  2.49930E+01  4.98917E+00
 -1.54383E+01  2.57438E+01  5.06342E+00
 -1.51885E+01  2.00052E+01  4.46337E+00
 -1.49388E+01  2.59116E+01  5.07990E+00
 -1.46891E+01  2.58993E+01  5.07671E+00
 -1.44394E+01  2.78946E+01  5.27078E+00
 -1.41897E+01  3.00040E+01  5.46693E+00
 -1.39400E+01  3.78942E+01  6.14387E+00
 -1.36902E+01  3.99359E+01  6.30823E+00
 -1.34405E+01  4.37811E+01  6.60418E+00
 -1.31908E+01  3.71204E+01  6.08095E+00
 -1.29411E+01  3.19551E+01  5.64309E+00
 -1.26914E+01  3.66174E+01  6.04347E+00
 -1.24417E+01  4.84741E+01  6.95113E+00
 -1.21919E+01  5.08714E+01  7.12588E+00
 -1.19422E+01  5.84505E+01  7.62107E+00
 -1.16925E+01  5.37983E+01  7.30849E+00
 -1.14428E+01  8.37245E+01  9.11680E+00
 -1.11931E+01  6.13210E+01  7.80201E+00
 -1.09433E+01  7.51201E+01  8.63486E+00
 -1.06936E+01  7.25600E+01  8.48703E+00
 -1.04439E+01  1.01984E+02  1.00641E+01
 -1.01942E+01  1.05408E+02  1.02310E+01
 -9.94448E+00  8.23050E+01  9.04351E+00
 -9.69476E+00  8.34892E+01  9.10715E+00
 -9.44504E+00  8.33364E+01  9.10313E+00
 -9.19532E+00  7.97571E+01  8.90462E+00
 -8.94561E+00  8.64669E+01  9.26798E+00
 -8.69589E+00  8.25739E+01  9.05881E+00
 -8.44617E+00  6.86489E+01  8.26041E+00
 -8.19645E+00  9.60883E+01  9.77458E+00
 -7.94674E+00  9.14946E+01  9.53540E+00
 -7.69702E+00  1.17832E+02  1.08215E+01
 -7.44730E+00  1.28171E+02  1.12890E+01
 -7.19759E+00  1.39808E+02  1.17945E+01
 -6.94787E+00  1.38124E+02  1.17231E+01
 -6.69815E+00  1.69236E+02  1.29756E+01
 -6.44843E+00  1.69181E+02  1.29731E+01
 -6.19872E+00  1.83351E+02  1.35025E+01
 -5.94900E+00  1.72499E+02  1.31058E+01
 -5.69928E+00  1.82258E+02  1.34690E+01
 -5.44956E+00  1.89432E+02  1.37323E+01
 -5.19985E+00  1.54832E+02  1.24121E+01
 -4.95013E+00  1.99889E+02  1.41031E+01
 -4.70041E+00  1.80144E+02  1.33931E+01
 -4.45069E+00  1.80376E+02  1.34023E+01
 -4.20098E+00  1.87980E+02  1.36812E+01
 -3.95126E+00  1.71367E+02  1.30597E+01
 -3.70154E+00  1.97283E+02  1.40171E+01
 -3.45182E+00  2.01657E+02  1.41888E+01
 -3.20211E+00  1.95881E+02  1.39459E+01
 -2.95239E+00  1.85965E+02  1.35892E+01
 -2.70267E+00  1.90067E+02  1.37327E+01
 -2.45295E+00  2.09015E+02  1.44068E+01
 -2.20324E+00  1.91199E+02  1.37755E+01
 -1.95352E+00  2.47038E+02  1.56609E+01
 -1.70380E+00  2.46614E+02  1.56496E+01
 -1.45409E+00  3.08938E+02  1.75210E+01
 -1.20437E+00  4.20904E+02  2.04485E+01
 -9.54650E-01  4.96679E+02  2.22143E+01
 -7.04933E-01  7.22104E+02  2.67733E+01
 -4.55216E-01  1.12329E+03  3.34139E+01
 -2.05498E-01  1.38970E+03  3.71556E+01
  4.42192E-02  1.62198E+03  4.01487E+01
  2.93937E-01  1.46933E+03  3.81945E+01
  5.43654E-01  1.11086E+03  3.32255E+01
  7.93371E-01  7.55497E+02  2.73989E+01
  1.04309E+00  5.29785E+02  2.29475E+01
  1.29281E+00  3.82231E+02  1.94910E+01
  1.54252E+00  3.18827E+02  1.78088E+01
  1.79224E+00  2.97790E+02  1.72100E+01
  2.04196E+00  2.24891E+02  1.49556E+01
  2.29168E+00  2.54597E+02  1.59089E+01
  2.54139E+00  2.38210E+02  1.53890E+01
  2.79111E+00  2.23085E+02  1.48947E+01
  3.04083E+00  2.05148E+02  1.42861E+01
  3.29055E+00  2.26079E+02  1.49982E+01
  3.54026E+00  2.34007E+02  1.52589E+01
  3.78998E+00  2.20509E+02  1.48153E+01
  4.03970E+00  2.13123E+02  1.45643E+01
  4.28941E+00  2.07837E+02  1.43850E+01
  4.53913E+00  2.33518E+02  1.52554E+01
  4.78885E+00  2.08198E+02  1.43983E+01
  5.03857E+00  2.54263E+02  1.59097E+01
  5.28828E+00  2.46877E+02  1.56825E+01
  5.53800E+00  2.32328E+02  1.52135E+01
