PHOENIX module padd; 10/30/16 at 15:29:20 -07:00
energy (meV),monitor function
-6.69947E+01, 4.89005E+07
-6.66960E+01, 4.87506E+07
-6.63973E+01, 4.88641E+07
-6.60987E+01, 4.87412E+07
-6.58000E+01, 4.87534E+07
-6.55013E+01, 4.87302E+07
-6.52026E+01, 4.87328E+07
-6.49039E+01, 4.86444E+07
-6.46053E+01, 4.86068E+07
-6.43066E+01, 4.85866E+07
-6.40079E+01, 4.85802E+07
-6.37092E+01, 4.84495E+07
-6.34105E+01, 4.86036E+07
-6.31119E+01, 4.85011E+07
-6.28132E+01, 4.83603E+07
-6.25145E+01, 4.83036E+07
-6.22158E+01, 4.84736E+07
-6.19172E+01, 4.84815E+07
-6.16185E+01, 4.86756E+07
-6.13198E+01, 4.84578E+07
-6.10211E+01, 4.83543E+07
-6.07224E+01, 4.83318E+07
-6.04238E+01, 4.83027E+07
-6.01251E+01, 4.81389E+07
-5.98264E+01, 4.82222E+07
-5.95277E+01, 4.80529E+07
-5.92290E+01, 4.82549E+07
-5.89304E+01, 4.80335E+07
-5.86317E+01, 4.80327E+07
-5.83330E+01, 4.79020E+07
-5.80343E+01, 4.77978E+07
-5.77357E+01, 4.79668E+07
-5.74370E+01, 4.79561E+07
-5.71383E+01, 4.77979E+07
-5.68396E+01, 4.77876E+07
-5.65409E+01, 4.77099E+07
-5.62423E+01, 4.77655E+07
-5.59436E+01, 4.77900E+07
-5.56449E+01, 4.77290E+07
-5.53462E+01, 4.78400E+07
-5.50475E+01, 4.79745E+07
-5.47489E+01, 4.79047E+07
-5.44502E+01, 4.78165E+07
-5.41515E+01, 4.77675E+07
-5.38528E+01, 4.77750E+07
-5.35541E+01, 4.77153E+07
-5.32555E+01, 4.77485E+07
-5.29568E+01, 4.77995E+07
-5.26581E+01, 4.79180E+07
-5.23594E+01, 4.77646E+07
-5.20608E+01, 4.76852E+07
-5.17621E+01, 4.76399E+07
-5.14634E+01, 4.75827E+07
-5.11647E+01, 4.76064E+07
-5.08660E+01, 4.77971E+07
-5.05674E+01, 4.77678E+07
-5.02687E+01, 4.78754E+07
-4.99700E+01, 4.76277E+07
-4.96713E+01, 4.74985E+07
-4.93726E+01, 4.75119E+07
-4.90740E+01, 4.74464E+07
-4.87753E+01, 4.74438E+07
-4.84766E+01, 4.73263E+07
-4.81779E+01, 4.73820E+07
-4.78793E+01, 4.75425E+07
-4.75806E+01, 4.75571E+07
-4.72819E+01, 4.75193E+07
-4.69832E+01, 4.74974E+07
-4.66845E+01, 4.73951E+07
-4.63859E+01, 4.74741E+07
-4.60872E+01, 4.74845E+07
-4.57885E+01, 4.73527E+07
-4.54898E+01, 4.73229E+07
-4.51911E+01, 4.73603E+07
-4.48925E+01, 4.74518E+07
-4.45938E+01, 4.72912E+07
-4.42951E+01, 4.72057E+07
-4.39964E+01, 4.71884E+07
-4.36978E+01, 4.71911E+07
-4.33991E+01, 4.71298E+07
-4.31004E+01, 4.70510E+07
-4.28017E+01, 4.71486E+07
-4.25030E+01, 4.73011E+07
-4.22044E+01, 4.72358E+07
-4.19057E+01, 4.72521E+07
-4.16070E+01, 4.72698E+07
-4.13083E+01, 4.70911E+07
-4.10096E+01, 4.69708E+07
-4.07110E+01, 4.71345E+07
-4.04123E+01, 4.70562E+07
-4.01136E+01, 4.70919E+07
-3.98149E+01, 4.68437E+07
-3.95163E+01, 4.69404E+07
-3.92176E+01, 4.69360E+07
-3.89189E+01, 4.67111E+07
-3.86202E+01, 4.68109E+07
-3.83215E+01, 4.68087E+07
-3.80229E+01, 4.68612E+07
-3.77242E+01, 4.68931E+07
-3.74255E+01, 4.67155E+07
-3.71268E+01, 4.68281E+07
-3.68281E+01, 4.67302E+07
-3.65295E+01, 4.65638E+07
-3.62308E+01, 4.66996E+07
-3.59321E+01, 4.67472E+07
-3.56334E+01, 4.68807E+07
-3.53348E+01, 4.68385E+07
-3.50361E+01, 4.66579E+07
-3.47374E+01, 4.65120E+07
-3.44387E+01, 4.64800E+07
-3.41400E+01, 4.66670E+07
-3.38414E+01, 4.65052E+07
-3.35427E+01, 4.64312E+07
-3.32440E+01, 4.66774E+07
-3.29453E+01, 4.66366E+07
-3.26466E+01, 4.66229E+07
-3.23480E+01, 4.66359E+07
-3.20493E+01, 4.65998E+07
-3.17506E+01, 4.66396E+07
-3.14519E+01, 4.66610E+07
-3.11532E+01, 4.65372E+07
-3.08546E+01, 4.65184E+07
-3.05559E+01, 4.64722E+07
-3.02572E+01, 4.64238E+07
-2.99585E+01, 4.65314E+07
-2.96599E+01, 4.65343E+07
-2.93612E+01, 4.65049E+07
-2.90625E+01, 4.64604E+07
-2.87638E+01, 4.63385E+07
-2.84651E+01, 4.63359E+07
-2.81665E+01, 4.62635E+07
-2.78678E+01, 4.62257E+07
-2.75691E+01, 4.62657E+07
-2.72704E+01, 4.62242E+07
-2.69717E+01, 4.61203E+07
-2.66731E+01, 4.60649E+07
-2.63744E+01, 4.61815E+07
-2.60757E+01, 4.61678E+07
-2.57770E+01, 4.61656E+07
-2.54784E+01, 4.60807E+07
-2.51797E+01, 4.61180E+07
-2.48810E+01, 4.61617E+07
-2.45823E+01, 4.61056E+07
-2.42836E+01, 4.62413E+07
-2.39850E+01, 4.62911E+07
-2.36863E+01, 4.60811E+07
-2.33876E+01, 4.61203E+07
-2.30889E+01, 4.59745E+07
-2.27902E+01, 4.59866E+07
-2.24916E+01, 4.61971E+07
-2.21929E+01, 4.60417E+07
-2.18942E+01, 4.58441E+07
-2.15955E+01, 4.58305E+07
-2.12969E+01, 4.58943E+07
-2.09982E+01, 4.57746E+07
-2.06995E+01, 4.57717E+07
-2.04008E+01, 4.58461E+07
-2.01021E+01, 4.59354E+07
-1.98035E+01, 4.57424E+07
-1.95048E+01, 4.56711E+07
-1.92061E+01, 4.57511E+07
-1.89074E+01, 4.57845E+07
-1.86087E+01, 4.58117E+07
-1.83101E+01, 4.58187E+07
-1.80114E+01, 4.55172E+07
-1.77127E+01, 4.56374E+07
-1.74140E+01, 4.58247E+07
-1.71154E+01, 4.56662E+07
-1.68167E+01, 4.56812E+07
-1.65180E+01, 4.56284E+07
-1.62193E+01, 4.55246E+07
-1.59206E+01, 4.56271E+07
-1.56220E+01, 4.57758E+07
-1.53233E+01, 4.57229E+07
-1.50246E+01, 4.56522E+07
-1.47259E+01, 4.55917E+07
-1.44272E+01, 4.54878E+07
-1.41286E+01, 4.54788E+07
-1.38299E+01, 4.56801E+07
-1.35312E+01, 4.56052E+07
-1.32325E+01, 4.55050E+07
-1.29338E+01, 4.55304E+07
-1.26352E+01, 4.53713E+07
-1.23365E+01, 4.53127E+07
-1.20378E+01, 4.54104E+07
-1.17391E+01, 4.54511E+07
-1.14405E+01, 4.52448E+07
-1.11418E+01, 4.52883E+07
-1.08431E+01, 4.54440E+07
-1.05444E+01, 4.54584E+07
-1.02457E+01, 4.53146E+07
-9.94706E+00, 4.53232E+07
-9.64838E+00, 4.53696E+07
-9.34971E+00, 4.52789E+07
-9.05103E+00, 4.53721E+07
-8.75235E+00, 4.54547E+07
-8.45367E+00, 4.52880E+07
-8.15499E+00, 4.53161E+07
-7.85631E+00, 4.53146E+07
-7.55763E+00, 4.53077E+07
-7.25895E+00, 4.54707E+07
-6.96028E+00, 4.55427E+07
-6.66160E+00, 4.53801E+07
-6.36292E+00, 4.52882E+07
-6.06424E+00, 4.53204E+07
-5.76556E+00, 4.52850E+07
-5.46688E+00, 4.52646E+07
-5.16820E+00, 4.54208E+07
-4.86953E+00, 4.52809E+07
-4.57085E+00, 4.52159E+07
-4.27217E+00, 4.53473E+07
-3.97349E+00, 4.52444E+07
-3.67481E+00, 4.51144E+07
-3.37613E+00, 4.51323E+07
-3.07745E+00, 4.51829E+07
-2.77877E+00, 4.52320E+07
-2.48010E+00, 4.52445E+07
-2.18142E+00, 4.53175E+07
-1.88274E+00, 4.52851E+07
-1.58406E+00, 4.52824E+07
-1.28538E+00, 4.54434E+07
-9.86702E-01, 4.53003E+07
-6.88024E-01, 4.51759E+07
-3.89345E-01, 4.52286E+07
-9.06664E-02, 4.52401E+07
 2.08012E-01, 4.52795E+07
 5.06691E-01, 4.52933E+07
 8.05370E-01, 4.52403E+07
 1.10405E+00, 4.52704E+07
 1.40273E+00, 4.52393E+07
 1.70141E+00, 4.51829E+07
 2.00008E+00, 4.52389E+07
 2.29876E+00, 4.51864E+07
 2.59744E+00, 4.51193E+07
 2.89612E+00, 4.52293E+07
 3.19480E+00, 4.50782E+07
 3.49348E+00, 4.49177E+07
 3.79216E+00, 4.49674E+07
 4.09084E+00, 4.50787E+07
 4.38951E+00, 4.50306E+07
 4.68819E+00, 4.49256E+07
 4.98687E+00, 4.49708E+07
 5.28555E+00, 4.48341E+07
 5.58423E+00, 4.48799E+07
 5.88291E+00, 4.49961E+07
 6.18159E+00, 4.49621E+07
 6.48026E+00, 4.49909E+07
 6.77894E+00, 4.49679E+07
 7.07762E+00, 4.50060E+07
 7.37630E+00, 4.50513E+07
 7.67498E+00, 4.49938E+07
 7.97366E+00, 4.49649E+07
 8.27234E+00, 4.49860E+07
 8.57102E+00, 4.50547E+07
 8.86969E+00, 4.50557E+07
 9.16837E+00, 4.50060E+07
 9.46705E+00, 4.49662E+07
 9.76573E+00, 4.49317E+07
 1.00644E+01, 4.49213E+07
 1.03631E+01, 4.49095E+07
 1.06618E+01, 4.49436E+07
 1.09604E+01, 4.49388E+07
 1.12591E+01, 4.48526E+07
 1.15578E+01, 4.48139E+07
 1.18565E+01, 4.47407E+07
 1.21552E+01, 4.46154E+07
 1.24538E+01, 4.46362E+07
 1.27525E+01, 4.46603E+07
 1.30512E+01, 4.46749E+07
 1.33499E+01, 4.47920E+07
 1.36486E+01, 4.47120E+07
 1.39472E+01, 4.46819E+07
 1.42459E+01, 4.46961E+07
 1.45446E+01, 4.45858E+07
 1.48433E+01, 4.46258E+07
 1.51419E+01, 4.46259E+07
 1.54406E+01, 4.47372E+07
 1.57393E+01, 4.48643E+07
 1.60380E+01, 4.49223E+07
 1.63367E+01, 4.49318E+07
 1.66353E+01, 4.47947E+07
 1.69340E+01, 4.47180E+07
 1.72327E+01, 4.46519E+07
 1.75314E+01, 4.45812E+07
 1.78301E+01, 4.46416E+07
 1.81287E+01, 4.46766E+07
 1.84274E+01, 4.47773E+07
 1.87261E+01, 4.49031E+07
 1.90248E+01, 4.48538E+07
 1.93234E+01, 4.48719E+07
 1.96221E+01, 4.48080E+07
 1.99208E+01, 4.47617E+07
 2.02195E+01, 4.46894E+07
 2.05182E+01, 4.45261E+07
 2.08168E+01, 4.44958E+07
 2.11155E+01, 4.45323E+07
 2.14142E+01, 4.45443E+07
 2.17129E+01, 4.44967E+07
 2.20116E+01, 4.45050E+07
 2.23102E+01, 4.46096E+07
 2.26089E+01, 4.46390E+07
 2.29076E+01, 4.46128E+07
 2.32063E+01, 4.47090E+07
 2.35049E+01, 4.47589E+07
 2.38036E+01, 4.45095E+07
 2.41023E+01, 4.43345E+07
 2.44010E+01, 4.45175E+07
 2.46997E+01, 4.46044E+07
 2.49983E+01, 4.45965E+07
 2.52970E+01, 4.46289E+07
 2.55957E+01, 4.46784E+07
 2.58944E+01, 4.46584E+07
 2.61931E+01, 4.45638E+07
 2.64917E+01, 4.47847E+07
 2.67904E+01, 4.49194E+07
 2.70891E+01, 4.47888E+07
 2.73878E+01, 4.47442E+07
 2.76865E+01, 4.47436E+07
 2.79851E+01, 4.46845E+07
 2.82838E+01, 4.47540E+07
 2.85825E+01, 4.46400E+07
 2.88812E+01, 4.45312E+07
 2.91798E+01, 4.45699E+07
 2.94785E+01, 4.44745E+07
 2.97772E+01, 4.43861E+07
 3.00759E+01, 4.45062E+07
 3.03746E+01, 4.46836E+07
 3.06732E+01, 4.45784E+07
 3.09719E+01, 4.45652E+07
 3.12706E+01, 4.46275E+07
 3.15693E+01, 4.44737E+07
 3.18680E+01, 4.45305E+07
 3.21666E+01, 4.45802E+07
 3.24653E+01, 4.46912E+07
 3.27640E+01, 4.47045E+07
 3.30627E+01, 4.46033E+07
 3.33613E+01, 4.47498E+07
 3.36600E+01, 4.47320E+07
 3.39587E+01, 4.47094E+07
 3.42574E+01, 4.46678E+07
 3.45561E+01, 4.47072E+07
 3.48547E+01, 4.47133E+07
 3.51534E+01, 4.45305E+07
 3.54521E+01, 4.44812E+07
 3.57508E+01, 4.46480E+07
 3.60495E+01, 4.46543E+07
 3.63481E+01, 4.46846E+07
 3.66468E+01, 4.46379E+07
 3.69455E+01, 4.47088E+07
 3.72442E+01, 4.46216E+07
 3.75428E+01, 4.46307E+07
 3.78415E+01, 4.46686E+07
 3.81402E+01, 4.46018E+07
 3.84389E+01, 4.45699E+07
 3.87376E+01, 4.46956E+07
 3.90362E+01, 4.47180E+07
 3.93349E+01, 4.48077E+07
 3.96336E+01, 4.49377E+07
 3.99323E+01, 4.46827E+07
 4.02310E+01, 4.45669E+07
 4.05296E+01, 4.46399E+07
 4.08283E+01, 4.47408E+07
 4.11270E+01, 4.47553E+07
 4.14257E+01, 4.48030E+07
 4.17243E+01, 4.50315E+07
 4.20230E+01, 4.50532E+07
 4.23217E+01, 4.50669E+07
 4.26204E+01, 4.50072E+07
 4.29191E+01, 4.48720E+07
 4.32177E+01, 4.47509E+07
 4.35164E+01, 4.47427E+07
 4.38151E+01, 4.48602E+07
 4.41138E+01, 4.47684E+07
 4.44125E+01, 4.46172E+07
 4.47111E+01, 4.46718E+07
 4.50098E+01, 4.47185E+07
 4.53085E+01, 4.48532E+07
 4.56072E+01, 4.48357E+07
 4.59059E+01, 4.45328E+07
 4.62045E+01, 4.45875E+07
 4.65032E+01, 4.47930E+07
 4.68019E+01, 4.48647E+07
 4.71006E+01, 4.49350E+07
 4.73992E+01, 4.48582E+07
 4.76979E+01, 4.47942E+07
 4.79966E+01, 4.47284E+07
 4.82953E+01, 4.48001E+07
 4.85940E+01, 4.49992E+07
 4.88926E+01, 4.49628E+07
 4.91913E+01, 4.49758E+07
 4.94900E+01, 4.49893E+07
 4.97887E+01, 4.49564E+07
 5.00874E+01, 4.49677E+07
 5.03860E+01, 4.50313E+07
 5.06847E+01, 4.50443E+07
 5.09834E+01, 4.48211E+07
 5.12821E+01, 4.48181E+07
 5.15807E+01, 4.49187E+07
 5.18794E+01, 4.47802E+07
 5.21781E+01, 4.47878E+07
 5.24768E+01, 4.50515E+07
 5.27755E+01, 4.50859E+07
 5.30741E+01, 4.48872E+07
 5.33728E+01, 4.49062E+07
 5.36715E+01, 4.50529E+07
 5.39702E+01, 4.49851E+07
 5.42689E+01, 4.48318E+07
 5.45675E+01, 4.47502E+07
 5.48662E+01, 4.47162E+07
 5.51649E+01, 4.48126E+07
 5.54636E+01, 4.47724E+07
 5.57622E+01, 4.48422E+07
 5.60609E+01, 4.49768E+07
 5.63596E+01, 4.49200E+07
 5.66583E+01, 4.49387E+07
 5.69570E+01, 4.50875E+07
 5.72556E+01, 4.51881E+07
 5.75543E+01, 4.52133E+07
 5.78530E+01, 4.51025E+07
 5.81517E+01, 4.48997E+07
 5.84504E+01, 4.50989E+07
 5.87490E+01, 4.52315E+07
 5.90477E+01, 4.53770E+07
 5.93464E+01, 4.53248E+07
 5.96451E+01, 4.51812E+07
 5.99437E+01, 4.49959E+07
 6.02424E+01, 4.51378E+07
 6.05411E+01, 4.49291E+07
 6.08398E+01, 4.49635E+07
 6.11385E+01, 4.51090E+07
 6.14371E+01, 4.50793E+07
 6.17358E+01, 4.51146E+07
 6.20345E+01, 4.50706E+07
 6.23332E+01, 4.50899E+07
 6.26319E+01, 4.54157E+07
 6.29305E+01, 4.53859E+07
 6.32292E+01, 4.53038E+07
 6.35279E+01, 4.54883E+07
 6.38266E+01, 4.54714E+07
 6.41252E+01, 4.54036E+07
 6.44239E+01, 4.54134E+07
 6.47226E+01, 4.53276E+07
 6.50213E+01, 4.54007E+07
 6.53200E+01, 4.53589E+07
 6.56186E+01, 4.53434E+07
 6.59173E+01, 4.54568E+07
 6.62160E+01, 4.54817E+07
 6.65147E+01, 4.56072E+07
 6.68134E+01, 4.54287E+07
 6.71120E+01, 4.53459E+07
 6.74107E+01, 4.53902E+07
 6.77094E+01, 4.51373E+07
 6.80081E+01, 4.51653E+07
 6.83068E+01, 4.51010E+07
 6.86054E+01, 4.52755E+07
 6.89041E+01, 4.51619E+07
 6.92028E+01, 4.52599E+07
 6.95015E+01, 4.53408E+07
 6.98001E+01, 4.55290E+07
 7.00988E+01, 4.54654E+07
 7.03975E+01, 4.54754E+07
 7.06962E+01, 4.57410E+07
 7.09949E+01, 4.56983E+07
 7.12935E+01, 4.55974E+07
 7.15922E+01, 4.57732E+07
 7.18909E+01, 4.55325E+07
 7.21896E+01, 4.53805E+07
 7.24883E+01, 4.54824E+07
 7.27869E+01, 4.54597E+07
 7.30856E+01, 4.54700E+07
 7.33843E+01, 4.56996E+07
 7.36830E+01, 4.58493E+07
 7.39816E+01, 4.56824E+07
 7.42803E+01, 4.55839E+07
 7.45790E+01, 4.55460E+07
 7.48777E+01, 4.53064E+07
 7.51764E+01, 4.52925E+07
 7.54750E+01, 4.53811E+07
 7.57737E+01, 4.57107E+07
 7.60724E+01, 4.58617E+07
 7.63711E+01, 4.58897E+07
 7.66698E+01, 4.60342E+07
 7.69684E+01, 4.58318E+07
 7.72671E+01, 4.56924E+07
 7.75658E+01, 4.56598E+07
 7.78645E+01, 4.57428E+07
 7.81631E+01, 4.57631E+07
 7.84618E+01, 4.58097E+07
 7.87605E+01, 4.59555E+07
 7.90592E+01, 4.55866E+07
 7.93579E+01, 4.55725E+07
 7.96565E+01, 4.56960E+07
 7.99552E+01, 4.60708E+07
 8.02539E+01, 4.62682E+07
 8.05526E+01, 4.61138E+07
 8.08513E+01, 4.60197E+07
 8.11499E+01, 4.62770E+07
 8.14486E+01, 4.60744E+07
 8.17473E+01, 4.62749E+07
 8.20460E+01, 4.60859E+07
 8.23446E+01, 4.59335E+07
 8.26433E+01, 4.60640E+07
 8.29420E+01, 4.60449E+07
 8.32407E+01, 4.59130E+07
 8.35394E+01, 4.58254E+07
 8.38380E+01, 4.61271E+07
 8.41367E+01, 4.61375E+07
 8.44354E+01, 4.60188E+07
 8.47341E+01, 4.62914E+07
 8.50328E+01, 4.63949E+07
 8.53314E+01, 4.64132E+07
 8.56301E+01, 4.62877E+07
 8.59288E+01, 4.62553E+07
 8.62275E+01, 4.60834E+07
 8.65262E+01, 4.59604E+07
 8.68248E+01, 4.59636E+07
 8.71235E+01, 4.61373E+07
 8.74222E+01, 4.61108E+07
 8.77209E+01, 4.59870E+07
 8.80195E+01, 4.59871E+07
 8.83182E+01, 4.59193E+07
 8.86169E+01, 4.55896E+07
 8.89156E+01, 4.60032E+07
 8.92143E+01, 4.61135E+07
 8.95129E+01, 4.60544E+07
 8.98116E+01, 4.62438E+07
 9.01103E+01, 4.60381E+07
 9.04090E+01, 4.64888E+07
 9.07077E+01, 4.62548E+07
 9.10063E+01, 4.61133E+07
 9.13050E+01, 4.62567E+07
 9.16037E+01, 4.62551E+07
 9.19024E+01, 4.62282E+07
 9.22010E+01, 4.62814E+07
 9.24997E+01, 4.61573E+07
 9.27984E+01, 4.62417E+07
 9.30971E+01, 4.61375E+07
 9.33958E+01, 4.60948E+07
 9.36944E+01, 4.62104E+07
 9.39931E+01, 4.62258E+07
 9.42918E+01, 4.63006E+07
 9.45905E+01, 4.62005E+07
 9.48892E+01, 4.62058E+07
 9.51878E+01, 4.62870E+07
 9.54865E+01, 4.62902E+07
 9.57852E+01, 4.64885E+07
 9.60839E+01, 4.62158E+07
 9.63825E+01, 4.64938E+07
 9.66812E+01, 4.66658E+07
 9.69799E+01, 4.66370E+07
 9.72786E+01, 4.66044E+07
 9.75773E+01, 4.65839E+07
 9.78759E+01, 4.66180E+07
 9.81746E+01, 4.65023E+07
 9.84733E+01, 4.65421E+07
 9.87720E+01, 4.65887E+07
 9.90707E+01, 4.59782E+07
 9.93693E+01, 4.61714E+07
 9.96680E+01, 4.62299E+07
 9.99667E+01, 4.64668E+07
 1.00265E+02, 4.63756E+07
 1.00564E+02, 4.64224E+07
 1.00863E+02, 4.63825E+07
 1.01161E+02, 4.63410E+07
 1.01460E+02, 4.64859E+07
 1.01759E+02, 4.67287E+07
 1.02057E+02, 4.64341E+07
 1.02356E+02, 4.65714E+07
 1.02655E+02, 4.63523E+07
 1.02953E+02, 4.61705E+07
 1.03252E+02, 4.62805E+07
 1.03551E+02, 4.63227E+07
 1.03850E+02, 4.60806E+07

-1.02034E+02, 4.14412E+07
-1.01730E+02, 4.15736E+07
-1.01427E+02, 4.14728E+07
-1.01123E+02, 4.14827E+07
-1.00819E+02, 4.15723E+07
-1.00515E+02, 4.13175E+07
-1.00211E+02, 4.12863E+07
-9.99076E+01, 4.15344E+07
-9.96038E+01, 4.14407E+07
-9.93000E+01, 4.13932E+07
-9.89963E+01, 4.17655E+07
-9.86925E+01, 4.13786E+07
-9.83887E+01, 4.14305E+07
-9.80849E+01, 4.15149E+07
-9.77811E+01, 4.13504E+07
-9.74773E+01, 4.15480E+07
-9.71735E+01, 4.14778E+07
-9.68698E+01, 4.14924E+07
-9.65660E+01, 4.13251E+07
-9.62622E+01, 4.12784E+07
-9.59584E+01, 4.14406E+07
-9.56546E+01, 4.12526E+07
-9.53508E+01, 4.13712E+07
-9.50471E+01, 4.17634E+07
-9.47433E+01, 4.15218E+07
-9.44395E+01, 4.12660E+07
-9.41357E+01, 4.11060E+07
-9.38319E+01, 4.13125E+07
-9.35281E+01, 4.13923E+07
-9.32244E+01, 4.14172E+07
-9.29206E+01, 4.14301E+07
-9.26168E+01, 4.13024E+07
-9.23130E+01, 4.11243E+07
-9.20092E+01, 4.11985E+07
-9.17054E+01, 4.11927E+07
-9.14017E+01, 4.10437E+07
-9.10979E+01, 4.11926E+07
-9.07941E+01, 4.14038E+07
-9.04903E+01, 4.15268E+07
-9.01865E+01, 4.15012E+07
-8.98827E+01, 4.15146E+07
-8.95790E+01, 4.11403E+07
-8.92752E+01, 4.11284E+07
-8.89714E+01, 4.14061E+07
-8.86676E+01, 4.13751E+07
-8.83638E+01, 4.14695E+07
-8.80600E+01, 4.10522E+07
-8.77563E+01, 4.10289E+07
-8.74525E+01, 4.12052E+07
-8.71487E+01, 4.13878E+07
-8.68449E+01, 4.13410E+07
-8.65411E+01, 4.16388E+07
-8.62373E+01, 4.13705E+07
-8.59335E+01, 4.13243E+07
-8.56298E+01, 4.13552E+07
-8.53260E+01, 4.13801E+07
-8.50222E+01, 4.10697E+07
-8.47184E+01, 4.11825E+07
-8.44146E+01, 4.13776E+07
-8.41108E+01, 4.15610E+07
-8.38071E+01, 4.10420E+07
-8.35033E+01, 4.11256E+07
-8.31995E+01, 4.14562E+07
-8.28957E+01, 4.12167E+07
-8.25919E+01, 4.11336E+07
-8.22881E+01, 4.13506E+07
-8.19844E+01, 4.12137E+07
-8.16806E+01, 4.11115E+07
-8.13768E+01, 4.12063E+07
-8.10730E+01, 4.10550E+07
-8.07692E+01, 4.12502E+07
-8.04654E+01, 4.12793E+07
-8.01617E+01, 4.13523E+07
-7.98579E+01, 4.11997E+07
-7.95541E+01, 4.12144E+07
-7.92503E+01, 4.11448E+07
-7.89465E+01, 4.10739E+07
-7.86427E+01, 4.13431E+07
-7.83390E+01, 4.12732E+07
-7.80352E+01, 4.13106E+07
-7.77314E+01, 4.11368E+07
-7.74276E+01, 4.10706E+07
-7.71238E+01, 4.10303E+07
-7.68200E+01, 4.10099E+07
-7.65163E+01, 4.10513E+07
-7.62125E+01, 4.12867E+07
-7.59087E+01, 4.12470E+07
-7.56049E+01, 4.10861E+07
-7.53011E+01, 4.11934E+07
-7.49973E+01, 4.10229E+07
-7.46935E+01, 4.12534E+07
-7.43898E+01, 4.13129E+07
-7.40860E+01, 4.12305E+07
-7.37822E+01, 4.12686E+07
-7.34784E+01, 4.11108E+07
-7.31746E+01, 4.08675E+07
-7.28708E+01, 4.09845E+07
-7.25671E+01, 4.09260E+07
-7.22633E+01, 4.09034E+07
-7.19595E+01, 4.11512E+07
-7.16557E+01, 4.12405E+07
-7.13519E+01, 4.10916E+07
-7.10481E+01, 4.11525E+07
-7.07444E+01, 4.10367E+07
-7.04406E+01, 4.09089E+07
-7.01368E+01, 4.09477E+07
-6.98330E+01, 4.11067E+07
-6.95292E+01, 4.11249E+07
-6.92254E+01, 4.12035E+07
-6.89217E+01, 4.08836E+07
-6.86179E+01, 4.08037E+07
-6.83141E+01, 4.07838E+07
-6.80103E+01, 4.10014E+07
-6.77065E+01, 4.13981E+07
-6.74027E+01, 4.12269E+07
-6.70990E+01, 4.05590E+07
-6.67952E+01, 4.05230E+07
-6.64914E+01, 4.05443E+07
-6.61876E+01, 4.06903E+07
-6.58838E+01, 4.06137E+07
-6.55800E+01, 4.08329E+07
-6.52763E+01, 4.09076E+07
-6.49725E+01, 4.06384E+07
-6.46687E+01, 4.09193E+07
-6.43649E+01, 4.12033E+07
-6.40611E+01, 4.06987E+07
-6.37573E+01, 4.06849E+07
-6.34535E+01, 4.07403E+07
-6.31498E+01, 4.05980E+07
-6.28460E+01, 4.05943E+07
-6.25422E+01, 4.04869E+07
-6.22384E+01, 4.03073E+07
-6.19346E+01, 4.01419E+07
-6.16308E+01, 4.00956E+07
-6.13271E+01, 4.02965E+07
-6.10233E+01, 4.06413E+07
-6.07195E+01, 4.04700E+07
-6.04157E+01, 4.02614E+07
-6.01119E+01, 4.01565E+07
-5.98081E+01, 4.02863E+07
-5.95044E+01, 4.01947E+07
-5.92006E+01, 4.00856E+07
-5.88968E+01, 4.02763E+07
-5.85930E+01, 4.01716E+07
-5.82892E+01, 4.00632E+07
-5.79854E+01, 4.01080E+07
-5.76817E+01, 4.00719E+07
-5.73779E+01, 4.01772E+07
-5.70741E+01, 4.01315E+07
-5.67703E+01, 4.03142E+07
-5.64665E+01, 4.04169E+07
-5.61627E+01, 4.01407E+07
-5.58590E+01, 4.03870E+07
-5.55552E+01, 4.03245E+07
-5.52514E+01, 4.01608E+07
-5.49476E+01, 4.00850E+07
-5.46438E+01, 4.01381E+07
-5.43400E+01, 4.03311E+07
-5.40363E+01, 4.05366E+07
-5.37325E+01, 4.02642E+07
-5.34287E+01, 4.02618E+07
-5.31249E+01, 3.99829E+07
-5.28211E+01, 3.99249E+07
-5.25173E+01, 4.02106E+07
-5.22135E+01, 4.04574E+07
-5.19098E+01, 4.00375E+07
-5.16060E+01, 3.99272E+07
-5.13022E+01, 3.99792E+07
-5.09984E+01, 3.99692E+07
-5.06946E+01, 3.99055E+07
-5.03908E+01, 4.01772E+07
-5.00871E+01, 4.02035E+07
-4.97833E+01, 4.01537E+07
-4.94795E+01, 4.00488E+07
-4.91757E+01, 4.00900E+07
-4.88719E+01, 4.01138E+07
-4.85681E+01, 4.00303E+07
-4.82644E+01, 3.98056E+07
-4.79606E+01, 3.99956E+07
-4.76568E+01, 3.99568E+07
-4.73530E+01, 3.97932E+07
-4.70492E+01, 3.96439E+07
-4.67454E+01, 3.96474E+07
-4.64417E+01, 3.98046E+07
-4.61379E+01, 3.99007E+07
-4.58341E+01, 4.00122E+07
-4.55303E+01, 3.99931E+07
-4.52265E+01, 4.00545E+07
-4.49227E+01, 4.00747E+07
-4.46190E+01, 4.02183E+07
-4.43152E+01, 3.98800E+07
-4.40114E+01, 3.94803E+07
-4.37076E+01, 3.93653E+07
-4.34038E+01, 3.95594E+07
-4.31000E+01, 3.99275E+07
-4.27963E+01, 3.98472E+07
-4.24925E+01, 4.00157E+07
-4.21887E+01, 4.00566E+07
-4.18849E+01, 3.97514E+07
-4.15811E+01, 3.99346E+07
-4.12773E+01, 3.99048E+07
-4.09735E+01, 3.97393E+07
