PHOENIX module padd; 10/30/16 at 15:29:20 -07:00
energy (meV),monitor function
-4.06698E+01, 3.98161E+07
-4.03660E+01, 3.95977E+07
-4.00622E+01, 3.96046E+07
-3.97584E+01, 3.97085E+07
-3.94546E+01, 3.97144E+07
-3.91508E+01, 3.95971E+07
-3.88471E+01, 3.96687E+07
-3.85433E+01, 4.00371E+07
-3.82395E+01, 3.99707E+07
-3.79357E+01, 3.98592E+07
-3.76319E+01, 3.99113E+07
-3.73281E+01, 3.96061E+07
-3.70244E+01, 3.97086E+07
-3.67206E+01, 3.95580E+07
-3.64168E+01, 3.94566E+07
-3.61130E+01, 3.96397E+07
-3.58092E+01, 3.96228E+07
-3.55054E+01, 3.96229E+07
-3.52017E+01, 3.98054E+07
-3.48979E+01, 3.96748E+07
-3.45941E+01, 3.96622E+07
-3.42903E+01, 3.98706E+07
-3.39865E+01, 3.97551E+07
-3.36827E+01, 3.95881E+07
-3.33790E+01, 3.95121E+07
-3.30752E+01, 3.94106E+07
-3.27714E+01, 3.94923E+07
-3.24676E+01, 3.95106E+07
-3.21638E+01, 3.93207E+07
-3.18600E+01, 3.95633E+07
-3.15563E+01, 3.95266E+07
-3.12525E+01, 3.94582E+07
-3.09487E+01, 3.97915E+07
-3.06449E+01, 3.97757E+07
-3.03411E+01, 3.93037E+07
-3.00373E+01, 3.94587E+07
-2.97335E+01, 3.96022E+07
-2.94298E+01, 3.94967E+07
-2.91260E+01, 3.95044E+07
-2.88222E+01, 3.94509E+07
-2.85184E+01, 3.92243E+07
-2.82146E+01, 3.94129E+07
-2.79108E+01, 3.93442E+07
-2.76071E+01, 3.92293E+07
-2.73033E+01, 3.93200E+07
-2.69995E+01, 3.91444E+07
-2.66957E+01, 3.92870E+07
-2.63919E+01, 3.94154E+07
-2.60881E+01, 3.92164E+07
-2.57844E+01, 3.94331E+07
-2.54806E+01, 3.95429E+07
-2.51768E+01, 3.93244E+07
-2.48730E+01, 3.92682E+07
-2.45692E+01, 3.91555E+07
-2.42654E+01, 3.91934E+07
-2.39617E+01, 3.91509E+07
-2.36579E+01, 3.94021E+07
-2.33541E+01, 3.94429E+07
-2.30503E+01, 3.91863E+07
-2.27465E+01, 3.92019E+07
-2.24427E+01, 3.92114E+07
-2.21390E+01, 3.94357E+07
-2.18352E+01, 3.94155E+07
-2.15314E+01, 3.92331E+07
-2.12276E+01, 3.92659E+07
-2.09238E+01, 3.92360E+07
-2.06200E+01, 3.91831E+07
-2.03163E+01, 3.91336E+07
-2.00125E+01, 3.90086E+07
-1.97087E+01, 3.89942E+07
-1.94049E+01, 3.89554E+07
-1.91011E+01, 3.91623E+07
-1.87973E+01, 3.93838E+07
-1.84935E+01, 3.93082E+07
-1.81898E+01, 3.91306E+07
-1.78860E+01, 3.90613E+07
-1.75822E+01, 3.92044E+07
-1.72784E+01, 3.91420E+07
-1.69746E+01, 3.90992E+07
-1.66708E+01, 3.91811E+07
-1.63671E+01, 3.91165E+07
-1.60633E+01, 3.89895E+07
-1.57595E+01, 3.88692E+07
-1.54557E+01, 3.89284E+07
-1.51519E+01, 3.91615E+07
-1.48481E+01, 3.90010E+07
-1.45444E+01, 3.91527E+07
-1.42406E+01, 3.94692E+07
-1.39368E+01, 3.91350E+07
-1.36330E+01, 3.89101E+07
-1.33292E+01, 3.89684E+07
-1.30254E+01, 3.89709E+07
-1.27217E+01, 3.91296E+07
-1.24179E+01, 3.92828E+07
-1.21141E+01, 3.91320E+07
-1.18103E+01, 3.91437E+07
-1.15065E+01, 3.89590E+07
-1.12027E+01, 3.90498E+07
-1.08990E+01, 3.93280E+07
-1.05952E+01, 3.91393E+07
-1.02914E+01, 3.88886E+07
-9.98760E+00, 3.90867E+07
-9.68382E+00, 3.90756E+07
-9.38004E+00, 3.90443E+07
-9.07625E+00, 3.88232E+07
-8.77247E+00, 3.88135E+07
-8.46868E+00, 3.86741E+07
-8.16490E+00, 3.87482E+07
-7.86112E+00, 3.90289E+07
-7.55733E+00, 3.89822E+07
-7.25355E+00, 3.88196E+07
-6.94977E+00, 3.88411E+07
-6.64598E+00, 3.85627E+07
-6.34220E+00, 3.86500E+07
-6.03841E+00, 3.86822E+07
-5.73463E+00, 3.86515E+07
-5.43085E+00, 3.87733E+07
-5.12706E+00, 3.87054E+07
-4.82328E+00, 3.87459E+07
-4.51949E+00, 3.85135E+07
-4.21571E+00, 3.85796E+07
-3.91193E+00, 3.88558E+07
-3.60814E+00, 3.87395E+07
-3.30436E+00, 3.87639E+07
-3.00058E+00, 3.85724E+07
-2.69679E+00, 3.86210E+07
-2.39301E+00, 3.87366E+07
-2.08922E+00, 3.86738E+07
-1.78544E+00, 3.88057E+07
-1.48166E+00, 3.87474E+07
-1.17787E+00, 3.84325E+07
-8.74089E-01, 3.85226E+07
-5.70306E-01, 3.86258E+07
-2.66522E-01, 3.88831E+07
 3.72619E-02, 3.86375E+07
 3.41046E-01, 3.84290E+07
 6.44829E-01, 3.84812E+07
 9.48613E-01, 3.86731E+07
 1.25240E+00, 3.86019E+07
 1.55618E+00, 3.85389E+07
 1.85996E+00, 3.84381E+07
 2.16375E+00, 3.84485E+07
 2.46753E+00, 3.83870E+07
 2.77132E+00, 3.84197E+07
 3.07510E+00, 3.86631E+07
 3.37888E+00, 3.86265E+07
 3.68267E+00, 3.83892E+07
 3.98645E+00, 3.84346E+07
 4.29023E+00, 3.85400E+07
 4.59402E+00, 3.83905E+07
 4.89780E+00, 3.86637E+07
 5.20159E+00, 3.87112E+07
 5.50537E+00, 3.87930E+07
 5.80915E+00, 3.87828E+07
 6.11294E+00, 3.84616E+07
 6.41672E+00, 3.84728E+07
 6.72051E+00, 3.83777E+07
 7.02429E+00, 3.84699E+07
 7.32807E+00, 3.84604E+07
 7.63186E+00, 3.86240E+07
 7.93564E+00, 3.85532E+07
 8.23942E+00, 3.84587E+07
 8.54321E+00, 3.83141E+07
 8.84699E+00, 3.83845E+07
 9.15078E+00, 3.84114E+07
 9.45456E+00, 3.84028E+07
 9.75834E+00, 3.84592E+07
 1.00621E+01, 3.84613E+07
 1.03659E+01, 3.84154E+07
 1.06697E+01, 3.83073E+07
 1.09735E+01, 3.80725E+07
 1.12773E+01, 3.81832E+07
 1.15810E+01, 3.82903E+07
 1.18848E+01, 3.83298E+07
 1.21886E+01, 3.85083E+07
 1.24924E+01, 3.81565E+07
 1.27962E+01, 3.82873E+07
 1.31000E+01, 3.82767E+07
 1.34037E+01, 3.80304E+07
 1.37075E+01, 3.79487E+07
 1.40113E+01, 3.81008E+07
 1.43151E+01, 3.81874E+07
 1.46189E+01, 3.82234E+07
 1.49227E+01, 3.84446E+07
 1.52265E+01, 3.82668E+07
 1.55302E+01, 3.81000E+07
 1.58340E+01, 3.80928E+07
 1.61378E+01, 3.81059E+07
 1.64416E+01, 3.81876E+07
 1.67454E+01, 3.82779E+07
 1.70492E+01, 3.84310E+07
 1.73529E+01, 3.82549E+07
 1.76567E+01, 3.79910E+07
 1.79605E+01, 3.80269E+07
 1.82643E+01, 3.80493E+07
 1.85681E+01, 3.82345E+07
 1.88719E+01, 3.81505E+07
 1.91756E+01, 3.81655E+07
 1.94794E+01, 3.82571E+07
 1.97832E+01, 3.81932E+07
 2.00870E+01, 3.83577E+07
 2.03908E+01, 3.81751E+07
 2.06946E+01, 3.80797E+07
 2.09983E+01, 3.81539E+07
 2.13021E+01, 3.80574E+07
 2.16059E+01, 3.80006E+07
 2.19097E+01, 3.80194E+07
 2.22135E+01, 3.79438E+07
 2.25173E+01, 3.77541E+07
 2.28210E+01, 3.78950E+07
 2.31248E+01, 3.80723E+07
 2.34286E+01, 3.82101E+07
 2.37324E+01, 3.83089E+07
 2.40362E+01, 3.81876E+07
 2.43400E+01, 3.81029E+07
 2.46437E+01, 3.81628E+07
 2.49475E+01, 3.76859E+07
 2.52513E+01, 3.78841E+07
 2.55551E+01, 3.79955E+07
 2.58589E+01, 3.78920E+07
 2.61627E+01, 3.79096E+07
 2.64665E+01, 3.78709E+07
 2.67702E+01, 3.79276E+07
 2.70740E+01, 3.79476E+07
 2.73778E+01, 3.81706E+07
 2.76816E+01, 3.83024E+07
 2.79854E+01, 3.82988E+07
 2.82892E+01, 3.80243E+07
 2.85929E+01, 3.77702E+07
 2.88967E+01, 3.78842E+07
 2.92005E+01, 3.79566E+07
 2.95043E+01, 3.77168E+07
 2.98081E+01, 3.77001E+07
 3.01119E+01, 3.77724E+07
 3.04156E+01, 3.78939E+07
 3.07194E+01, 3.79105E+07
 3.10232E+01, 3.77978E+07
 3.13270E+01, 3.77532E+07
 3.16308E+01, 3.79841E+07
 3.19346E+01, 3.80711E+07
 3.22383E+01, 3.77957E+07
 3.25421E+01, 3.78904E+07
 3.28459E+01, 3.79386E+07
 3.31497E+01, 3.78668E+07
 3.34535E+01, 3.78538E+07
 3.37573E+01, 3.80364E+07
 3.40610E+01, 3.79931E+07
 3.43648E+01, 3.78523E+07
 3.46686E+01, 3.79099E+07
 3.49724E+01, 3.79193E+07
 3.52762E+01, 3.80610E+07
 3.55800E+01, 3.80078E+07
 3.58837E+01, 3.78481E+07
 3.61875E+01, 3.76911E+07
 3.64913E+01, 3.77591E+07
 3.67951E+01, 3.77651E+07
 3.70989E+01, 3.79296E+07
 3.74027E+01, 3.80242E+07
 3.77065E+01, 3.78116E+07
 3.80102E+01, 3.75815E+07
 3.83140E+01, 3.76867E+07
 3.86178E+01, 3.79272E+07
 3.89216E+01, 3.78381E+07
 3.92254E+01, 3.77476E+07
 3.95292E+01, 3.75423E+07
 3.98329E+01, 3.76690E+07
 4.01367E+01, 3.77442E+07
 4.04405E+01, 3.75401E+07
 4.07443E+01, 3.75050E+07
 4.10481E+01, 3.76100E+07
 4.13519E+01, 3.75065E+07
 4.16556E+01, 3.76000E+07
 4.19594E+01, 3.76248E+07
 4.22632E+01, 3.77771E+07
 4.25670E+01, 3.76989E+07
 4.28708E+01, 3.75203E+07
 4.31746E+01, 3.76314E+07
 4.34783E+01, 3.76012E+07
 4.37821E+01, 3.76333E+07
 4.40859E+01, 3.77072E+07
 4.43897E+01, 3.77313E+07
 4.46935E+01, 3.78395E+07
 4.49973E+01, 3.74110E+07
 4.53010E+01, 3.74412E+07
 4.56048E+01, 3.75443E+07
 4.59086E+01, 3.76457E+07
 4.62124E+01, 3.75607E+07
 4.65162E+01, 3.74587E+07
 4.68200E+01, 3.76671E+07
 4.71237E+01, 3.74952E+07
 4.74275E+01, 3.74044E+07
 4.77313E+01, 3.74910E+07
 4.80351E+01, 3.72904E+07
 4.83389E+01, 3.73061E+07
 4.86427E+01, 3.73861E+07
 4.89465E+01, 3.74044E+07
 4.92502E+01, 3.74605E+07
 4.95540E+01, 3.74308E+07
 4.98578E+01, 3.76378E+07
 5.01616E+01, 3.72885E+07
 5.04654E+01, 3.74184E+07
 5.07692E+01, 3.73186E+07
 5.10729E+01, 3.73230E+07
 5.13767E+01, 3.76432E+07
 5.16805E+01, 3.76481E+07
 5.19843E+01, 3.73278E+07
 5.22881E+01, 3.73044E+07
 5.25919E+01, 3.72672E+07
 5.28956E+01, 3.73326E+07
 5.31994E+01, 3.73358E+07
 5.35032E+01, 3.72494E+07
 5.38070E+01, 3.74807E+07
 5.41108E+01, 3.74374E+07
 5.44146E+01, 3.71688E+07
 5.47183E+01, 3.74026E+07
 5.50221E+01, 3.71801E+07
 5.53259E+01, 3.73629E+07
 5.56297E+01, 3.72563E+07
 5.59335E+01, 3.73410E+07
 5.62373E+01, 3.76656E+07
 5.65410E+01, 3.72058E+07
 5.68448E+01, 3.70040E+07
 5.71486E+01, 3.70665E+07
 5.74524E+01, 3.72046E+07
 5.77562E+01, 3.74190E+07
 5.80600E+01, 3.73838E+07
 5.83637E+01, 3.72575E+07
 5.86675E+01, 3.71566E+07
 5.89713E+01, 3.70664E+07
 5.92751E+01, 3.70817E+07
 5.95789E+01, 3.69936E+07
 5.98827E+01, 3.70506E+07
 6.01865E+01, 3.71493E+07
 6.04902E+01, 3.70853E+07
 6.07940E+01, 3.72414E+07
 6.10978E+01, 3.70474E+07
 6.14016E+01, 3.68542E+07
 6.17054E+01, 3.68468E+07
 6.20092E+01, 3.72027E+07
 6.23129E+01, 3.69178E+07
 6.26167E+01, 3.72286E+07
 6.29205E+01, 3.74209E+07
 6.32243E+01, 3.71651E+07
 6.35281E+01, 3.69988E+07
 6.38319E+01, 3.67491E+07
 6.41356E+01, 3.67899E+07
 6.44394E+01, 3.68964E+07
 6.47432E+01, 3.70783E+07
 6.50470E+01, 3.71156E+07
 6.53508E+01, 3.70282E+07
 6.56546E+01, 3.71695E+07
 6.59583E+01, 3.71194E+07
 6.62621E+01, 3.71444E+07
 6.65659E+01, 3.71547E+07
 6.68697E+01, 3.70041E+07
 6.71735E+01, 3.70388E+07
 6.74773E+01, 3.71811E+07
 6.77810E+01, 3.70160E+07
 6.80848E+01, 3.69291E+07
 6.83886E+01, 3.67566E+07
 6.86924E+01, 3.68559E+07
 6.89962E+01, 3.68539E+07
 6.93000E+01, 3.68746E+07
 6.96037E+01, 3.69512E+07
 6.99075E+01, 3.71554E+07
 7.02113E+01, 3.72777E+07
 7.05151E+01, 3.69068E+07
 7.08189E+01, 3.68445E+07
 7.11227E+01, 3.67279E+07
 7.14265E+01, 3.67945E+07
 7.17302E+01, 3.68284E+07
 7.20340E+01, 3.67387E+07
 7.23378E+01, 3.69849E+07
 7.26416E+01, 3.68280E+07
 7.29454E+01, 3.66853E+07
 7.32492E+01, 3.68372E+07
 7.35529E+01, 3.69243E+07
 7.38567E+01, 3.68864E+07
 7.41605E+01, 3.68319E+07
 7.44643E+01, 3.68135E+07
 7.47681E+01, 3.66628E+07
 7.50719E+01, 3.67447E+07
 7.53756E+01, 3.65781E+07
 7.56794E+01, 3.66178E+07
 7.59832E+01, 3.66047E+07
 7.62870E+01, 3.67844E+07
 7.65908E+01, 3.68757E+07
 7.68946E+01, 3.67396E+07
 7.71983E+01, 3.67848E+07
 7.75021E+01, 3.68214E+07
 7.78059E+01, 3.67171E+07
 7.81097E+01, 3.68354E+07
 7.84135E+01, 3.65676E+07
 7.87173E+01, 3.66303E+07
 7.90210E+01, 3.68096E+07
 7.93248E+01, 3.66426E+07
 7.96286E+01, 3.65200E+07
 7.99324E+01, 3.66317E+07
 8.02362E+01, 3.66027E+07
 8.05400E+01, 3.64620E+07
 8.08437E+01, 3.65758E+07
 8.11475E+01, 3.65246E+07
 8.14513E+01, 3.66211E+07
 8.17551E+01, 3.68018E+07
 8.20589E+01, 3.64563E+07
 8.23627E+01, 3.64985E+07
 8.26665E+01, 3.67335E+07
 8.29702E+01, 3.67667E+07
 8.32740E+01, 3.66083E+07
 8.35778E+01, 3.67587E+07
 8.38816E+01, 3.67660E+07
 8.41854E+01, 3.65055E+07
 8.44892E+01, 3.64724E+07
 8.47929E+01, 3.63852E+07
 8.50967E+01, 3.65513E+07
 8.54005E+01, 3.63908E+07
 8.57043E+01, 3.64514E+07
 8.60081E+01, 3.65198E+07
 8.63119E+01, 3.64878E+07
 8.66156E+01, 3.67346E+07
 8.69194E+01, 3.66639E+07
 8.72232E+01, 3.64522E+07
 8.75270E+01, 3.65246E+07
 8.78308E+01, 3.64491E+07
 8.81346E+01, 3.65647E+07
 8.84383E+01, 3.64208E+07
 8.87421E+01, 3.65817E+07
 8.90459E+01, 3.63444E+07
 8.93497E+01, 3.63991E+07
 8.96535E+01, 3.62897E+07
 8.99573E+01, 3.64008E+07
 9.02610E+01, 3.63398E+07
 9.05648E+01, 3.66188E+07
 9.08686E+01, 3.64848E+07
 9.11724E+01, 3.64382E+07
 9.14762E+01, 3.63251E+07
 9.17800E+01, 3.64389E+07
 9.20837E+01, 3.61685E+07
 9.23875E+01, 3.64534E+07
 9.26913E+01, 3.63808E+07
 9.29951E+01, 3.64641E+07
 9.32989E+01, 3.64218E+07
 9.36027E+01, 3.64388E+07
 9.39065E+01, 3.66583E+07
 9.42102E+01, 3.65370E+07
 9.45140E+01, 3.63927E+07
 9.48178E+01, 3.62640E+07
 9.51216E+01, 3.62250E+07
 9.54254E+01, 3.62958E+07
 9.57292E+01, 3.65540E+07
 9.60329E+01, 3.65153E+07
 9.63367E+01, 3.64794E+07
 9.66405E+01, 3.63193E+07
 9.69443E+01, 3.63617E+07
 9.72481E+01, 3.64639E+07
 9.75519E+01, 3.67414E+07
 9.78556E+01, 3.65639E+07
 9.81594E+01, 3.68372E+07
 9.84632E+01, 3.64799E+07
 9.87670E+01, 3.65944E+07
 9.90708E+01, 3.64480E+07
 9.93746E+01, 3.66028E+07
 9.96783E+01, 3.65140E+07
 9.99821E+01, 3.66643E+07
 1.00286E+02, 3.65562E+07

-1.01789E+02, 3.68824E+07
-1.01486E+02, 3.69521E+07
-1.01183E+02, 3.71712E+07
-1.00881E+02, 3.70945E+07
-1.00578E+02, 3.69761E+07
-1.00275E+02, 3.69258E+07
-9.99728E+01, 3.69748E+07
-9.96702E+01, 3.72210E+07
-9.93675E+01, 3.72540E+07
-9.90649E+01, 3.69401E+07
-9.87623E+01, 3.74694E+07
-9.84597E+01, 3.70440E+07
-9.81570E+01, 3.73038E+07
-9.78544E+01, 3.68728E+07
-9.75518E+01, 3.70835E+07
-9.72492E+01, 3.67905E+07
-9.69465E+01, 3.69866E+07
-9.66439E+01, 3.71256E+07
-9.63413E+01, 3.71057E+07
-9.60386E+01, 3.69920E+07
-9.57360E+01, 3.68239E+07
-9.54334E+01, 3.69231E+07
-9.51308E+01, 3.69312E+07
-9.48281E+01, 3.69432E+07
-9.45255E+01, 3.70357E+07
-9.42229E+01, 3.69490E+07
-9.39202E+01, 3.69050E+07
-9.36176E+01, 3.68221E+07
-9.33150E+01, 3.68207E+07
-9.30124E+01, 3.68936E+07
-9.27097E+01, 3.68412E+07
-9.24071E+01, 3.67781E+07
-9.21045E+01, 3.67700E+07
-9.18019E+01, 3.67874E+07
-9.14992E+01, 3.68681E+07
-9.11966E+01, 3.68494E+07
-9.08940E+01, 3.70326E+07
-9.05913E+01, 3.67838E+07
-9.02887E+01, 3.71188E+07
-8.99861E+01, 3.69737E+07
-8.96835E+01, 3.69534E+07
-8.93808E+01, 3.71859E+07
-8.90782E+01, 3.69089E+07
-8.87756E+01, 3.69532E+07
-8.84730E+01, 3.69538E+07
-8.81703E+01, 3.68923E+07
-8.78677E+01, 3.68201E+07
-8.75651E+01, 3.69638E+07
-8.72624E+01, 3.68318E+07
-8.69598E+01, 3.69559E+07
-8.66572E+01, 3.68698E+07
-8.63546E+01, 3.72923E+07
-8.60519E+01, 3.70810E+07
-8.57493E+01, 3.74268E+07
-8.54467E+01, 3.69235E+07
-8.51440E+01, 3.70527E+07
-8.48414E+01, 3.68280E+07
-8.45388E+01, 3.66042E+07
-8.42362E+01, 3.69245E+07
-8.39335E+01, 3.70255E+07
-8.36309E+01, 3.71106E+07
-8.33283E+01, 3.66982E+07
-8.30257E+01, 3.66230E+07
-8.27230E+01, 3.66708E+07
-8.24204E+01, 3.65954E+07
-8.21178E+01, 3.66472E+07
-8.18151E+01, 3.68981E+07
-8.15125E+01, 3.71176E+07
-8.12099E+01, 3.68482E+07
-8.09073E+01, 3.69464E+07
-8.06046E+01, 3.68573E+07
-8.03020E+01, 3.71740E+07
-7.99994E+01, 3.66908E+07
-7.96968E+01, 3.67273E+07
-7.93941E+01, 3.67661E+07
-7.90915E+01, 3.67867E+07
-7.87889E+01, 3.67250E+07
-7.84862E+01, 3.67999E+07
-7.81836E+01, 3.67133E+07
-7.78810E+01, 3.67552E+07
-7.75784E+01, 3.66203E+07
-7.72757E+01, 3.69587E+07
-7.69731E+01, 3.74644E+07
-7.66705E+01, 3.71788E+07
-7.63678E+01, 3.69484E+07
-7.60652E+01, 3.68164E+07
-7.57626E+01, 3.67557E+07
-7.54600E+01, 3.66465E+07
-7.51573E+01, 3.69887E+07
-7.48547E+01, 3.69296E+07
-7.45521E+01, 3.68404E+07
-7.42495E+01, 3.69270E+07
-7.39468E+01, 3.66083E+07
-7.36442E+01, 3.65653E+07
-7.33416E+01, 3.68248E+07
-7.30389E+01, 3.67607E+07
-7.27363E+01, 3.67203E+07
-7.24337E+01, 3.68824E+07
-7.21311E+01, 3.68522E+07
-7.18284E+01, 3.69094E+07
-7.15258E+01, 3.64654E+07
-7.12232E+01, 3.65418E+07
-7.09205E+01, 3.65003E+07
-7.06179E+01, 3.66148E+07
-7.03153E+01, 3.65609E+07
-7.00127E+01, 3.65195E+07
-6.97100E+01, 3.67618E+07
-6.94074E+01, 3.67200E+07
-6.91048E+01, 3.65750E+07
-6.88022E+01, 3.65705E+07
-6.84995E+01, 3.65317E+07
-6.81969E+01, 3.64398E+07
-6.78943E+01, 3.65808E+07
-6.75916E+01, 3.67232E+07
-6.72890E+01, 3.67731E+07
-6.69864E+01, 3.65844E+07
-6.66838E+01, 3.66635E+07
-6.63811E+01, 3.67128E+07
-6.60785E+01, 3.65836E+07
-6.57759E+01, 3.66833E+07
-6.54733E+01, 3.64241E+07
-6.51706E+01, 3.65663E+07
-6.48680E+01, 3.65410E+07
-6.45654E+01, 3.64535E+07
-6.42627E+01, 3.64668E+07
-6.39601E+01, 3.67286E+07
-6.36575E+01, 3.67334E+07
-6.33549E+01, 3.65248E+07
-6.30522E+01, 3.67724E+07
-6.27496E+01, 3.67698E+07
-6.24470E+01, 3.65743E+07
-6.21443E+01, 3.66740E+07
-6.18417E+01, 3.66047E+07
-6.15391E+01, 3.68032E+07
-6.12365E+01, 3.68770E+07
-6.09338E+01, 3.67323E+07
-6.06312E+01, 3.65629E+07
-6.03286E+01, 3.67936E+07
-6.00260E+01, 3.66367E+07
-5.97233E+01, 3.67754E+07
-5.94207E+01, 3.67561E+07
-5.91181E+01, 3.69032E+07
-5.88154E+01, 3.65263E+07
-5.85128E+01, 3.67854E+07
-5.82102E+01, 3.66407E+07
-5.79076E+01, 3.66072E+07
-5.76049E+01, 3.67574E+07
-5.73023E+01, 3.65927E+07
-5.69997E+01, 3.66750E+07
-5.66971E+01, 3.67442E+07
-5.63944E+01, 3.69369E+07
-5.60918E+01, 3.66726E+07
-5.57892E+01, 3.65255E+07
-5.54865E+01, 3.65178E+07
-5.51839E+01, 3.67491E+07
-5.48813E+01, 3.66217E+07
-5.45787E+01, 3.68136E+07
-5.42760E+01, 3.66511E+07
-5.39734E+01, 3.68677E+07
-5.36708E+01, 3.65656E+07
-5.33681E+01, 3.66710E+07
-5.30655E+01, 3.65764E+07
-5.27629E+01, 3.67527E+07
-5.24603E+01, 3.65359E+07
-5.21576E+01, 3.64464E+07
-5.18550E+01, 3.64888E+07
-5.15524E+01, 3.64499E+07
-5.12498E+01, 3.65270E+07
-5.09471E+01, 3.64454E+07
-5.06445E+01, 3.65418E+07
-5.03419E+01, 3.65868E+07
-5.00392E+01, 3.66210E+07
-4.97366E+01, 3.66634E+07
-4.94340E+01, 3.67055E+07
-4.91314E+01, 3.66527E+07
-4.88287E+01, 3.66457E+07
-4.85261E+01, 3.67921E+07
-4.82235E+01, 3.65037E+07
-4.79209E+01, 3.65611E+07
-4.76182E+01, 3.64104E+07
-4.73156E+01, 3.62764E+07
-4.70130E+01, 3.65018E+07
-4.67103E+01, 3.64870E+07
-4.64077E+01, 3.65439E+07
-4.61051E+01, 3.67090E+07
-4.58025E+01, 3.64060E+07
-4.54998E+01, 3.63456E+07
-4.51972E+01, 3.66386E+07
-4.48946E+01, 3.66868E+07
-4.45919E+01, 3.67458E+07
-4.42893E+01, 3.66442E+07
-4.39867E+01, 3.66080E+07
-4.36841E+01, 3.65685E+07
-4.33814E+01, 3.66798E+07
-4.30788E+01, 3.66285E+07
-4.27762E+01, 3.66016E+07
-4.24736E+01, 3.65207E+07
-4.21709E+01, 3.65650E+07
-4.18683E+01, 3.64371E+07
-4.15657E+01, 3.63729E+07
-4.12630E+01, 3.65999E+07
-4.09604E+01, 3.65290E+07
-4.06578E+01, 3.64792E+07
-4.03552E+01, 3.65686E+07
-4.00525E+01, 3.64927E+07
-3.97499E+01, 3.64963E+07
-3.94473E+01, 3.65953E+07
-3.91446E+01, 3.65493E+07
-3.88420E+01, 3.65074E+07
-3.85394E+01, 3.66346E+07
-3.82368E+01, 3.66282E+07
-3.79341E+01, 3.65513E+07
-3.76315E+01, 3.65076E+07
-3.73289E+01, 3.65488E+07
-3.70263E+01, 3.66762E+07
-3.67236E+01, 3.65752E+07
-3.64210E+01, 3.65757E+07
-3.61184E+01, 3.66973E+07
-3.58157E+01, 3.65889E+07
-3.55131E+01, 3.66599E+07
-3.52105E+01, 3.65328E+07
-3.49079E+01, 3.64739E+07
-3.46052E+01, 3.65621E+07
-3.43026E+01, 3.67225E+07
-3.40000E+01, 3.67961E+07
-3.36974E+01, 3.67811E+07
-3.33947E+01, 3.66349E+07
-3.30921E+01, 3.65695E+07
-3.27895E+01, 3.65108E+07
-3.24868E+01, 3.65735E+07
-3.21842E+01, 3.66139E+07
-3.18816E+01, 3.68484E+07
-3.15790E+01, 3.64786E+07
-3.12763E+01, 3.65391E+07
-3.09737E+01, 3.65972E+07
-3.06711E+01, 3.62963E+07
-3.03684E+01, 3.68645E+07
-3.00658E+01, 3.66864E+07
-2.97632E+01, 3.66472E+07
-2.94606E+01, 3.64359E+07
-2.91579E+01, 3.66209E+07
-2.88553E+01, 3.65715E+07
-2.85527E+01, 3.65017E+07
-2.82501E+01, 3.65869E+07
-2.79474E+01, 3.65226E+07
-2.76448E+01, 3.65182E+07
-2.73422E+01, 3.66317E+07
-2.70395E+01, 3.66489E+07
-2.67369E+01, 3.66130E+07
-2.64343E+01, 3.66351E+07
-2.61317E+01, 3.66083E+07
-2.58290E+01, 3.68473E+07
-2.55264E+01, 3.67992E+07
-2.52238E+01, 3.69339E+07
-2.49212E+01, 3.66107E+07
-2.46185E+01, 3.65764E+07
-2.43159E+01, 3.66666E+07
-2.40133E+01, 3.64741E+07
-2.37106E+01, 3.67028E+07
-2.34080E+01, 3.66246E+07
-2.31054E+01, 3.68269E+07
-2.28028E+01, 3.68586E+07
-2.25001E+01, 3.66139E+07
-2.21975E+01, 3.66307E+07
-2.18949E+01, 3.64941E+07
-2.15922E+01, 3.63328E+07
-2.12896E+01, 3.66057E+07
-2.09870E+01, 3.66544E+07
-2.06844E+01, 3.67979E+07
-2.03817E+01, 3.66918E+07
-2.00791E+01, 3.64855E+07
-1.97765E+01, 3.63762E+07
-1.94739E+01, 3.64365E+07
-1.91712E+01, 3.65984E+07
-1.88686E+01, 3.65723E+07
-1.85660E+01, 3.67202E+07
-1.82633E+01, 3.66594E+07
-1.79607E+01, 3.64416E+07
-1.76581E+01, 3.65136E+07
-1.73555E+01, 3.64926E+07
-1.70528E+01, 3.64803E+07
-1.67502E+01, 3.65644E+07
-1.64476E+01, 3.63549E+07
-1.61449E+01, 3.64741E+07
-1.58423E+01, 3.64732E+07
-1.55397E+01, 3.63580E+07
-1.52371E+01, 3.65181E+07
-1.49344E+01, 3.64777E+07
-1.46318E+01, 3.65967E+07
-1.43292E+01, 3.64922E+07
-1.40266E+01, 3.65360E+07
-1.37239E+01, 3.67991E+07
-1.34213E+01, 3.65361E+07
-1.31187E+01, 3.61851E+07
-1.28160E+01, 3.63603E+07
-1.25134E+01, 3.63912E+07
-1.22108E+01, 3.65133E+07
-1.19082E+01, 3.65071E+07
-1.16055E+01, 3.66076E+07
-1.13029E+01, 3.66208E+07
-1.10003E+01, 3.66546E+07
-1.06977E+01, 3.65888E+07
-1.03950E+01, 3.67938E+07
-1.00924E+01, 3.66211E+07
-9.78977E+00, 3.67454E+07
-9.48714E+00, 3.66303E+07
-9.18451E+00, 3.66748E+07
-8.88189E+00, 3.67875E+07
-8.57926E+00, 3.66890E+07
-8.27663E+00, 3.65844E+07
